entity,entity_method,value,match_phrase,match_method,match_is_entity
חירות,רגיל,624,סוד מקדשך,אלבם,False
חירות,גדול,624,ספינרים,אלבם,False
חירות,רגיל,624,ספינרים,אלבם,False
חירות,רגיל,624,הכלכלה העולמית תקרוס,אתבש,False
חירות,גדול,624,הכלכלה העולמית תקרוס,אתבש,False
חירות,רגיל,624,ירושת הארץ,אתבש,False
חירות,גדול,624,ירושת הארץ,אתבש,False
חירות,גדול,624,עמי לא ידע,אתבש,False
חירות,רגיל,624,עמי לא ידע,אתבש,False
חירות,גדול,624,"בימינו ימשח ע""י הנביא",גדול,False
חירות,רגיל,624,"בימינו ימשח ע""י הנביא",גדול,False
חירות,רגיל,624,יד ימינך,גדול,False
חירות,גדול,624,יד ימינך,גדול,False
חירות,רגיל,624,צמח דוד משוע לי הוה,גדול,False
חירות,גדול,624,צמח דוד משוע לי הוה,גדול,False
חירות,גדול,624,יבא במהרה בימינו,מסתתר,False
חירות,רגיל,624,יבא במהרה בימינו,מסתתר,False
חירות,גדול,624,סודך משיח,מסתתר,False
חירות,רגיל,624,סודך משיח,מסתתר,False
חירות,גדול,624,צמצום משיח,רגיל,False
חירות,רגיל,624,צמצום משיח,רגיל,False
חירות,מסתתר,780,לב טהור ברא לי,אלבם,False
חירות,מסתתר,780,שר משפיע אצילות,אלבם,False
חירות,מסתתר,780,באו,אתבש,False
חירות,מסתתר,780,גואלו,אתבש,False
חירות,מסתתר,780,גלות ישמעאל,אתבש,False
חירות,מסתתר,780,המלחמה תחל בסכות,אתבש,False
חירות,מסתתר,780,מי גואלך,אתבש,False
חירות,מסתתר,780,איש מלחמה שמו,גדול,False
חירות,מסתתר,780,אעלה לדרגת יחידה,גדול,False
חירות,מסתתר,780,י באב עת צרה,גדול,False
חירות,מסתתר,780,י באב עת צרה,גדול,False
חירות,מסתתר,780,עין,גדול,True
חירות,מסתתר,780,שכנתי,גדול,False
חירות,מסתתר,780,שָׁכַנְתִּי,גדול,False
חירות,מסתתר,780,תשעה באב,גדול,False
חירות,מסתתר,780,אור היום,מילוי,False
חירות,מסתתר,780,יד ימינך,מילוי,False
חירות,מסתתר,780,מילים אישה,מילוי,False
חירות,מסתתר,780,בן ישי בימינו,מסתתר,False
חירות,מסתתר,780,הוא צמח דויד בנ ישי בזמן הזה,מסתתר,False
חירות,מסתתר,780,מושיעך בזמן הזה,מסתתר,False
חירות,מסתתר,780,מצפה לשכינה,מסתתר,False
חירות,מסתתר,780,עני ורוכב על חמור,מסתתר,False
חירות,מסתתר,780,שרש ישי,מסתתר,False
חירות,מסתתר,780,איש האלהים משיחך,רגיל,False
חירות,מסתתר,780,איש מלחמה שמו,רגיל,False
חירות,מסתתר,780,אעלה לדרגת יחידה,רגיל,False
חירות,מסתתר,780,הוא צמח דויד בנ ישי בזמן הזה,רגיל,False
חירות,מסתתר,780,י באב עת צרה,רגיל,False
חירות,מסתתר,780,י באב עת צרה,רגיל,False
חירות,מסתתר,780,י ה ו ה אחד מעתה ועד עולם,רגיל,False
חירות,מסתתר,780,מושיעך בזמן הזה,רגיל,False
חירות,מסתתר,780,סימן צלקת,רגיל,False
חירות,מסתתר,780,עשרים כסף,רגיל,False
חירות,מסתתר,780,צלקת בלחי ימין,רגיל,False
חירות,מסתתר,780,שכנתי,רגיל,False
חירות,מסתתר,780,שָׁכַנְתִּי,רגיל,False
חירות,מסתתר,780,תשעה באב,רגיל,False
חירות,מילוי,1386,אליהו הנביא ימשח את,אלבם,False
חירות,מילוי,1386,מגילת אסתר - אתבש,אתבש,False
חירות,מילוי,1386,מלחמת גוג ומגוג תחל השנה,גדול,False
חירות,מילוי,1386,שביעית מלחמות גוג ומגוג,גדול,False
חירות,מילוי,1386,את הקוסמית,מילוי,False
חירות,מילוי,1386,רוח אלהים מרחפת על פני המים בימינו,מסתתר,False
חירות,מילוי,1386,כף רגל,קדמי,False
חירות,מילוי,1386,משיחי,קדמי,False
חירות,מילוי,1386,פרה אדמה,קדמי,False
חירות,מילוי,1386,יום הויה הגדול והנורא עשרה בטבת,רגיל,False
חירות,מילוי,1386,כלכלת סין תקרוס,רגיל,False
חירות,מילוי,1386,מלחמת גוג ומגוג תחל השנה,רגיל,False
חירות,מילוי,1386,רוח אלהים תנוח על צמח דוד בשנה הבאה,רגיל,False
חירות,מילוי,1386,שביעית מלחמות גוג ומגוג,רגיל,False
חירות,קדמי,2402,משה הוא אברהם אבינו,מילוי,False
חירות,קדמי,2402,משיחו נבחרו,קדמי,False
חכמה,סידורי,37,אלף,אלבם,True
חכמה,סידורי,37,סמאל,אלבם,False
חכמה,סידורי,37,פלא,אלבם,False
חכמה,סידורי,37,הבל,גדול,False
חכמה,סידורי,37,יחידה,גדול,False
חכמה,סידורי,37,גדלך,מסתתר,False
חכמה,סידורי,37,גואל,מסתתר,True
חכמה,סידורי,37,יהלל יהוה,מסתתר,False
חכמה,סידורי,37,מזוזה,מסתתר,True
חכמה,סידורי,37,אורי,סידורי,True
חכמה,סידורי,37,אני הוא,סידורי,False
חכמה,סידורי,37,בריה,סידורי,False
חכמה,סידורי,37,גמרא,סידורי,True
חכמה,סידורי,37,הגל הזה,סידורי,False
חכמה,סידורי,37,וירא,סידורי,False
חכמה,סידורי,37,חטר,סידורי,False
חכמה,סידורי,37,חמאס,סידורי,False
חכמה,סידורי,37,יחידה,סידורי,False
חכמה,סידורי,37,לוק,סידורי,False
חכמה,סידורי,37,מסדה,סידורי,False
חכמה,סידורי,37,מרד,סידורי,False
חכמה,סידורי,37,קול,סידורי,False
חכמה,סידורי,37,קץ,סידורי,True
חכמה,סידורי,37,הבל,רגיל,False
חכמה,סידורי,37,יחידה,רגיל,False
חכמה,מסתתר,67,טעם,אתבש,False
חכמה,מסתתר,67,סימן,אתבש,False
חכמה,מסתתר,67,אובאמה גוג,גדול,False
חכמה,מסתתר,67,אלול,גדול,True
חכמה,מסתתר,67,בינה,גדול,True
חכמה,מסתתר,67,חמדיה,גדול,False
חכמה,מסתתר,67,יבנה,גדול,False
חכמה,מסתתר,67,גיהנם,מסתתר,False
חכמה,מסתתר,67,דויד המלך,מסתתר,False
חכמה,מסתתר,67,חמלה,מסתתר,True
חכמה,מסתתר,67,סוד אחד,מסתתר,False
חכמה,מסתתר,67,ענג,מסתתר,False
חכמה,מסתתר,67,א קצבמן,סידורי,False
חכמה,מסתתר,67,אהללך יהוה,סידורי,False
חכמה,מסתתר,67,אור חשך,סידורי,False
חכמה,מסתתר,67,אחדות יהוה,סידורי,False
חכמה,מסתתר,67,אמונה באל אחד,סידורי,False
חכמה,מסתתר,67,אמונה באל אחד,סידורי,False
חכמה,מסתתר,67,ארון יהוה,סידורי,False
חכמה,מסתתר,67,בית לחם,סידורי,True
חכמה,מסתתר,67,בני ברק,סידורי,False
חכמה,מסתתר,67,גואל ישן,סידורי,False
חכמה,מסתתר,67,גילוי יהוה,סידורי,False
חכמה,מסתתר,67,גלות אדום,סידורי,False
חכמה,מסתתר,67,הוא הינוקא,סידורי,False
חכמה,מסתתר,67,הטוב והמטיב,סידורי,False
חכמה,מסתתר,67,הכל מיהוה,סידורי,False
חכמה,מסתתר,67,המלך יהוה,סידורי,False
חכמה,מסתתר,67,הסתרה,סידורי,False
חכמה,מסתתר,67,יהוה אלהים,סידורי,False
חכמה,מסתתר,67,יהוה נורא,סידורי,False
חכמה,מסתתר,67,לא יאמינו,סידורי,False
חכמה,מסתתר,67,מצב רוח,סידורי,False
חכמה,מסתתר,67,משכיל,סידורי,False
חכמה,מסתתר,67,סיפוק,סידורי,False
חכמה,מסתתר,67,סלחתי,סידורי,False
חכמה,מסתתר,67,ספר גל,סידורי,False
חכמה,מסתתר,67,עשיר,סידורי,False
חכמה,מסתתר,67,פליאדים,סידורי,False
חכמה,מסתתר,67,צוריאל,סידורי,False
חכמה,מסתתר,67,צפן חי,סידורי,False
חכמה,מסתתר,67,רכב נון,סידורי,False
חכמה,מסתתר,67,רפסודה,סידורי,False
חכמה,מסתתר,67,תירס,סידורי,False
חכמה,מסתתר,67,אובאמה גוג,רגיל,False
חכמה,מסתתר,67,אלול,רגיל,True
חכמה,מסתתר,67,ביג בן,רגיל,False
חכמה,מסתתר,67,בינה,רגיל,True
חכמה,מסתתר,67,גןזהב,רגיל,False
חכמה,מסתתר,67,חמדיה,רגיל,False
חכמה,מסתתר,67,יבנה,רגיל,False
חכמה,רגיל,73,אבן,אלבם,True
חכמה,גדול,73,אבן,אלבם,True
חכמה,רגיל,73,הלם,אלבם,False
חכמה,גדול,73,הלם,אלבם,False
חכמה,רגיל,73,למה,אלבם,False
חכמה,גדול,73,למה,אלבם,False
חכמה,גדול,73,רחם,אתבש,False
חכמה,רגיל,73,רחם,אתבש,False
חכמה,רגיל,73,אני הוא,גדול,False
חכמה,גדול,73,אני הוא,גדול,False
חכמה,רגיל,73,אבל אשמים,סידורי,False
חכמה,גדול,73,אבל אשמים,סידורי,False
חכמה,גדול,73,איש אלהים,סידורי,False
חכמה,רגיל,73,איש אלהים,סידורי,False
חכמה,רגיל,73,אל השמש,סידורי,False
חכמה,גדול,73,אל השמש,סידורי,False
חכמה,רגיל,73,בטן הנחש,סידורי,False
חכמה,גדול,73,בטן הנחש,סידורי,False
חכמה,רגיל,73,בית שבע,סידורי,False
חכמה,גדול,73,בית שבע,סידורי,False
חכמה,גדול,73,גוג מלך מגוג,סידורי,False
חכמה,רגיל,73,גוג מלך מגוג,סידורי,False
חכמה,רגיל,73,הבחירות,סידורי,False
חכמה,גדול,73,הבחירות,סידורי,False
חכמה,רגיל,73,הבקר אור,סידורי,False
חכמה,גדול,73,הבקר אור,סידורי,False
חכמה,רגיל,73,הַבֹּקֶר אוֹר,סידורי,False
חכמה,גדול,73,הַבֹּקֶר אוֹר,סידורי,False
חכמה,רגיל,73,המלך בשדה,סידורי,False
חכמה,גדול,73,המלך בשדה,סידורי,False
חכמה,גדול,73,הסמסרה,סידורי,False
חכמה,רגיל,73,הסמסרה,סידורי,False
חכמה,רגיל,73,ואת הארץ,סידורי,False
חכמה,גדול,73,ואת הארץ,סידורי,False
חכמה,רגיל,73,חשך ואור,סידורי,False
חכמה,גדול,73,חשך ואור,סידורי,False
חכמה,גדול,73,חשמונאי,סידורי,False
חכמה,רגיל,73,חשמונאי,סידורי,False
חכמה,רגיל,73,יהוה שולח,סידורי,False
חכמה,גדול,73,יהוה שולח,סידורי,False
חכמה,גדול,73,ישמעאל,סידורי,True
חכמה,רגיל,73,ישמעאל,סידורי,True
חכמה,גדול,73,כדור בדולח,סידורי,False
חכמה,רגיל,73,כדור בדולח,סידורי,False
חכמה,רגיל,73,מנהיגות,סידורי,False
חכמה,גדול,73,מנהיגות,סידורי,False
חכמה,רגיל,73,משולש,סידורי,False
חכמה,גדול,73,משולש,סידורי,False
חכמה,רגיל,73,נביא אמתי,סידורי,False
חכמה,גדול,73,נביא אמתי,סידורי,False
חכמה,גדול,73,סוד הגלות,סידורי,False
חכמה,רגיל,73,סוד הגלות,סידורי,False
חכמה,גדול,73,עת האלף,סידורי,False
חכמה,רגיל,73,עת האלף,סידורי,False
חכמה,גדול,73,עתיד לבוא,סידורי,False
חכמה,רגיל,73,עתיד לבוא,סידורי,False
חכמה,רגיל,73,פרעון,סידורי,False
חכמה,גדול,73,פרעון,סידורי,False
חכמה,גדול,73,קוונטום,סידורי,True
חכמה,רגיל,73,קוונטום,סידורי,True
חכמה,רגיל,73,שבועות,סידורי,True
חכמה,גדול,73,שבועות,סידורי,True
חכמה,גדול,73,שרביטך,סידורי,False
חכמה,רגיל,73,שרביטך,סידורי,False
חכמה,רגיל,73,תשוקה,סידורי,False
חכמה,גדול,73,תשוקה,סידורי,False
חכמה,גדול,73,תשרי,סידורי,True
חכמה,רגיל,73,תשרי,סידורי,True
חכמה,גדול,73,אני הוא,רגיל,False
חכמה,רגיל,73,אני הוא,רגיל,False
חכמה,אתבש,190,אחד,אלבם,True
חכמה,אתבש,190,אעשה צדק,אלבם,False
חכמה,אתבש,190,געגוע,אלבם,True
חכמה,אתבש,190,פסגת האש,אלבם,False
חכמה,אתבש,190,הצופן,אתבש,False
חכמה,אתבש,190,מלחמה,אתבש,True
חכמה,אתבש,190,סוד אליהו הנביא,גדול,False
חכמה,אתבש,190,דקלו,מסתתר,False
חכמה,אתבש,190,רני,מסתתר,False
חכמה,אתבש,190,אני רוצה המקדש האחרון,סידורי,False
חכמה,אתבש,190,בְּךָ בָטְחוּ וְלֹא בוֹשׁוּ - משולש גדול,סידורי,False
חכמה,אתבש,190,בן דוד עני ורוכב על חמור,סידורי,False
חכמה,אתבש,190,בראק אובאמה ממוצא מוסלמי,סידורי,False
חכמה,אתבש,190,גאולת העולם בימינו אחרי,סידורי,False
חכמה,אתבש,190,דוד בן ישי יבוא במהרה בימינו,סידורי,False
חכמה,אתבש,190,השכינה במקדשך האחרון,סידורי,False
חכמה,אתבש,190,התגלות צמח דויד בן ישי,סידורי,False
חכמה,אתבש,190,ומירושלם יתן קולו,סידורי,False
חכמה,אתבש,190,"וּמִירוּשָׁלַ‍ִם יִתֵּן קוֹלוֹ,",סידורי,False
חכמה,אתבש,190,מלכותך בטו ניסן השנה,סידורי,False
חכמה,אתבש,190,סוד בית מקדש שלישי,סידורי,False
חכמה,אתבש,190,תבנה בית מקדשך בעתה,סידורי,False
חכמה,אתבש,190,קץ,רגיל,True
חכמה,קדמי,271,שאול אוב,אלבם,False
חכמה,קדמי,271,רמז סוד,אתבש,False
חכמה,קדמי,271,תלמיד חכם,אתבש,False
חכמה,קדמי,271,אמינה אלחסוני,גדול,False
חכמה,קדמי,271,חננאל וצאלה,גדול,False
חכמה,קדמי,271,קבוצה,מסתתר,False
חכמה,קדמי,271,מי לילית מם יוד למד יוד למד יוד תיו,סידורי,False
חכמה,קדמי,271,מי לילית מם יוד למד יוד למד יוד תיו,סידורי,False
חכמה,קדמי,271,מלחמת גוג ומגוג תחל בשנה הנוכחית,סידורי,False
חכמה,קדמי,271,יון,קדמי,False
חכמה,קדמי,271,אמינה אלחסוני,רגיל,False
חכמה,קדמי,271,הריון,רגיל,False
חכמה,קדמי,271,חננאל וצאלה,רגיל,False
חכמה,אלבם,572,הוא האחרון אתבש,אלבם,False
חכמה,אלבם,572,התגלות אלי,אלבם,False
חכמה,אלבם,572,והאיש משה,אלבם,False
חכמה,אלבם,572,ויאמר הגאל,אלבם,False
חכמה,אלבם,572,מתי תתגלה לעולם,אלבם,False
חכמה,אלבם,572,קבלת מלכות,אלבם,False
חכמה,אלבם,572,יהוה ומשיחו,אתבש,False
חכמה,אלבם,572,משיח זה יהוה,אתבש,False
חכמה,אלבם,572,שליטה במח,אתבש,False
חכמה,אלבם,572,חשך,מסתתר,False
חכמה,אלבם,572,שרש פרדס,מסתתר,False
חכמה,אלבם,572,אור הדרקון,רגיל,False
חכמה,מילוי,613,ביחד ננצח,אלבם,False
חכמה,מילוי,613,גם זו לטובה,אלבם,False
חכמה,מילוי,613,יהוה מושל,אלבם,False
חכמה,מילוי,613,יום הולדת,אלבם,False
חכמה,מילוי,613,לפתח חטאת רובץ,אלבם,False
חכמה,מילוי,613,מלכות נצח,אלבם,False
חכמה,מילוי,613,שבת המלכה,אלבם,False
חכמה,מילוי,613,גמרא,אתבש,True
חכמה,מילוי,613,האמת משיח,אתבש,False
חכמה,מילוי,613,ערב רב,אתבש,True
חכמה,מילוי,613,ערב שבת,אתבש,False
חכמה,מילוי,613,פייסבוק יקרוס,אתבש,False
חכמה,מילוי,613,תנוח עלי חכמת המתמטיקה,אתבש,False
חכמה,מילוי,613,אביתר,גדול,False
חכמה,מילוי,613,הסיטרא אחרא בימינו,גדול,False
חכמה,מילוי,613,חזון,מילוי,False
חכמה,מילוי,613,טילים,מילוי,True
חכמה,מילוי,613,עולם פנימי,מילוי,False
חכמה,מילוי,613,אני יבוא בהיסח הדעת,מסתתר,False
חכמה,מילוי,613,הוא יבוא השנה,מסתתר,False
חכמה,מילוי,613,וַאֲנַחְנוּ נְבָרֵךְ יָהּ,מסתתר,False
חכמה,מילוי,613,לשרה בן,מסתתר,False
חכמה,מילוי,613,משיח בא עני,מסתתר,False
חכמה,מילוי,613,צמח דוד עבדך האחרון,מסתתר,False
חכמה,מילוי,613,אביתר,רגיל,False
חלל,מסתתר,22,נשר,אלבם,True
חלל,מסתתר,22,שמש,אלבם,True
חלל,מסתתר,22,אהוי,גדול,False
חלל,מסתתר,22,באטבח,גדול,False
חלל,מסתתר,22,יהאו,גדול,False
חלל,מסתתר,22,באטבח,מסתתר,False
חלל,מסתתר,22,אהוי,סידורי,False
חלל,מסתתר,22,אש,סידורי,True
חלל,מסתתר,22,באטבח,סידורי,False
חלל,מסתתר,22,גואל,סידורי,True
חלל,מסתתר,22,חלב,סידורי,False
חלל,מסתתר,22,חן,סידורי,False
חלל,מסתתר,22,יהאו,סידורי,False
חלל,מסתתר,22,לוד,סידורי,False
חלל,מסתתר,22,עבד,סידורי,False
חלל,מסתתר,22,פה,סידורי,True
חלל,מסתתר,22,רב,סידורי,False
חלל,מסתתר,22,אהוי,רגיל,False
חלל,מסתתר,22,באטבח,רגיל,False
חלל,מסתתר,22,יהאו,רגיל,False
חלל,סידורי,32,עצת,אלבם,False
חלל,סידורי,32,בו דויד,גדול,False
חלל,סידורי,32,זוג בבואה,גדול,False
חלל,סידורי,32,יחיד,גדול,False
חלל,סידורי,32,לב,גדול,True
חלל,סידורי,32,חיים,מסתתר,True
חלל,סידורי,32,בו דויד,סידורי,False
חלל,סידורי,32,בזאת,סידורי,False
חלל,סידורי,32,הגאולה,סידורי,False
חלל,סידורי,32,הטבע,סידורי,False
חלל,סידורי,32,הנביא,סידורי,False
חלל,סידורי,32,זוג בבואה,סידורי,False
חלל,סידורי,32,יחיד,סידורי,False
חלל,סידורי,32,רבי,סידורי,False
חלל,סידורי,32,בו דויד,רגיל,False
חלל,סידורי,32,זוג בבואה,רגיל,False
חלל,סידורי,32,יחיד,רגיל,False
חלל,סידורי,32,לב,רגיל,True
חלל,רגיל,68,עדן,אלבם,False
חלל,גדול,68,עדן,אלבם,False
חלל,רגיל,68,חפש,אתבש,False
חלל,גדול,68,חפש,אתבש,False
חלל,רגיל,68,מצרים,אתבש,True
חלל,גדול,68,מצרים,אתבש,True
חלל,רגיל,68,רצח,אתבש,False
חלל,גדול,68,רצח,אתבש,False
חלל,גדול,68,הנביא,גדול,False
חלל,רגיל,68,הנביא,גדול,False
חלל,גדול,68,ב בן ד דו דוי דויד,מסתתר,False
חלל,רגיל,68,ב בן ד דו דוי דויד,מסתתר,False
חלל,גדול,68,כולכם,מסתתר,False
חלל,רגיל,68,כולכם,מסתתר,False
חלל,רגיל,68,לוויין,מסתתר,True
חלל,גדול,68,לוויין,מסתתר,True
חלל,גדול,68,מלאכי,מסתתר,False
חלל,רגיל,68,מלאכי,מסתתר,False
חלל,רגיל,68,סוד דויד,מסתתר,False
חלל,גדול,68,סוד דויד,מסתתר,False
חלל,רגיל,68,אברהם לוט,סידורי,False
חלל,גדול,68,אברהם לוט,סידורי,False
חלל,רגיל,68,אור זורח,סידורי,False
חלל,גדול,68,אור זורח,סידורי,False
חלל,גדול,68,אור חוזר,סידורי,False
חלל,רגיל,68,אור חוזר,סידורי,False
חלל,רגיל,68,אייל גולן,סידורי,False
חלל,גדול,68,אייל גולן,סידורי,False
חלל,רגיל,68,אמריקה,סידורי,True
חלל,גדול,68,אמריקה,סידורי,True
חלל,גדול,68,ב מדבר רבה,סידורי,False
חלל,רגיל,68,ב מדבר רבה,סידורי,False
חלל,גדול,68,בברכתך,סידורי,False
חלל,רגיל,68,בברכתך,סידורי,False
חלל,גדול,68,בושה בושה,סידורי,False
חלל,רגיל,68,בושה בושה,סידורי,False
חלל,רגיל,68,בחירות,סידורי,True
חלל,גדול,68,בחירות,סידורי,True
חלל,גדול,68,בירידת,סידורי,False
חלל,רגיל,68,בירידת,סידורי,False
חלל,רגיל,68,ברק אובמה,סידורי,False
חלל,גדול,68,ברק אובמה,סידורי,False
חלל,גדול,68,גילוי אור,סידורי,False
חלל,רגיל,68,גילוי אור,סידורי,False
חלל,גדול,68,דעאש יהוה,סידורי,False
חלל,רגיל,68,דעאש יהוה,סידורי,False
חלל,גדול,68,הויה בחר בי,סידורי,False
חלל,רגיל,68,הויה בחר בי,סידורי,False
חלל,רגיל,68,חשוך לי,סידורי,False
חלל,גדול,68,חשוך לי,סידורי,False
חלל,רגיל,68,יבא בימינו,סידורי,False
חלל,גדול,68,יבא בימינו,סידורי,False
חלל,גדול,68,יראה הגאולה,סידורי,False
חלל,רגיל,68,יראה הגאולה,סידורי,False
חלל,גדול,68,ישעיהו,סידורי,True
חלל,רגיל,68,ישעיהו,סידורי,True
חלל,רגיל,68,מחניים,סידורי,False
חלל,גדול,68,מחניים,סידורי,False
חלל,גדול,68,מצפון,סידורי,False
חלל,רגיל,68,מצפון,סידורי,False
חלל,רגיל,68,מקדשך,סידורי,False
חלל,גדול,68,מקדשך,סידורי,False
חלל,רגיל,68,סמסרה,סידורי,False
חלל,גדול,68,סמסרה,סידורי,False
חלל,גדול,68,צמצום,סידורי,False
חלל,רגיל,68,צמצום,סידורי,False
חלל,גדול,68,קלקול,סידורי,False
חלל,רגיל,68,קלקול,סידורי,False
חלל,רגיל,68,רצוני,סידורי,False
חלל,גדול,68,רצוני,סידורי,False
חלל,רגיל,68,שמיני,סידורי,False
חלל,גדול,68,שמיני,סידורי,False
חלל,גדול,68,הנביא,רגיל,False
חלל,רגיל,68,הנביא,רגיל,False
חלל,גדול,68,חיים,רגיל,True
חלל,רגיל,68,חיים,רגיל,True
חלל,אתבש,100,אתבש,אלבם,False
חלל,אתבש,100,השקרן,אלבם,False
חלל,אתבש,100,מה,אתבש,False
חלל,אתבש,100,מתנת חנם,אתבש,False
חלל,אתבש,100,פרצוף,אתבש,False
חלל,אתבש,100,ק,גדול,False
חלל,אתבש,100,ים,מילוי,True
חלל,אתבש,100,אהיה עבדך,מסתתר,False
חלל,אתבש,100,דני אבדיה,מסתתר,False
חלל,אתבש,100,מסכים,מסתתר,False
חלל,אתבש,100,ניסן,מסתתר,True
חלל,אתבש,100,עין,מסתתר,True
חלל,אתבש,100,פנים,מסתתר,True
חלל,אתבש,100,צליל,מסתתר,False
חלל,אתבש,100,אברהם גינתי,סידורי,False
חלל,אתבש,100,אברהם גינתי,סידורי,False
חלל,אתבש,100,אני בעל בחירה,סידורי,False
חלל,אתבש,100,ארון הברית,סידורי,True
חלל,אתבש,100,ארץ ים המלח,סידורי,False
חלל,אתבש,100,אתה בני המיוחד,סידורי,False
חלל,אתבש,100,ביאת דויד המלך,סידורי,False
חלל,אתבש,100,ביאתי בימינו,סידורי,False
חלל,אתבש,100,ביאתי בימינו,סידורי,False
חלל,אתבש,100,במהרה בימינו,סידורי,False
חלל,אתבש,100,דונלד טראמפ,סידורי,False
חלל,אתבש,100,דעת עליון,סידורי,False
חלל,אתבש,100,ההתגלות סוד,סידורי,False
חלל,אתבש,100,המשיח חפץ,סידורי,False
חלל,אתבש,100,הרבי מלובביץ,סידורי,False
חלל,אתבש,100,השקר צף,סידורי,False
חלל,אתבש,100,חמש שנים,סידורי,False
חלל,אתבש,100,יהוה אני רוצה,סידורי,False
חלל,אתבש,100,יכין את הכסא,סידורי,False
חלל,אתבש,100,יציאה מהסגר,סידורי,False
חלל,אתבש,100,ישכילו זאת,סידורי,False
חלל,אתבש,100,יַשְׂכִּילוּ זֹאת,סידורי,False
חלל,אתבש,100,מלך ישראל,סידורי,False
חלל,אתבש,100,משיח כועס,סידורי,False
חלל,אתבש,100,משיח ציון,סידורי,False
חלל,אתבש,100,נס נתניהו,סידורי,False
חלל,אתבש,100,נפתלי בנט,סידורי,False
חלל,אתבש,100,סוד העברית,סידורי,False
חלל,אתבש,100,סוד מלכותך,סידורי,False
חלל,אתבש,100,עזרי מעם ה,סידורי,False
חלל,אתבש,100,ציץ זהב טהור,סידורי,False
חלל,אתבש,100,צעדי משיח,סידורי,False
חלל,אתבש,100,קבלת שבת,סידורי,False
חלל,אתבש,100,רפואה שלמה,סידורי,True
חלל,אתבש,100,רצון הנברא,סידורי,False
חלל,אתבש,100,רצפת האגן,סידורי,False
חלל,אתבש,100,שלמה ארצי,סידורי,False
חלל,אתבש,100,שמן המשחה,סידורי,False
חלל,אתבש,100,שפע ממון,סידורי,False
חלל,אתבש,100,ים אדמה,רגיל,False
חלל,אתבש,100,סם,רגיל,True
חלל,אתבש,100,ק,רגיל,False
חלל,אלבם,102,משה,אתבש,True
חלל,אלבם,102,משכיל,אתבש,False
חלל,אלבם,102,מתקפות,אתבש,False
חלל,אלבם,102,נהר,אתבש,True
חלל,אלבם,102,שיח,אתבש,False
חלל,אלבם,102,אמונה,גדול,True
חלל,אלבם,102,אני בדיחה,מסתתר,False
חלל,אלבם,102,כח קפלן,מסתתר,False
חלל,אלבם,102,מידע,מסתתר,True
חלל,אלבם,102,עולם הבא,מסתתר,True
חלל,אלבם,102,פעמיים חי,מסתתר,False
חלל,אלבם,102,פעמים חי,מסתתר,False
חלל,אלבם,102,צמח מלך,מסתתר,False
חלל,אלבם,102,אמונה תמימה,סידורי,False
חלל,אלבם,102,ארץ טובה ורחבה,סידורי,False
חלל,אלבם,102,אתם חשבתם,סידורי,False
חלל,אלבם,102,בושה בושה בושה,סידורי,False
חלל,אלבם,102,גאלת ישראל,סידורי,False
חלל,אלבם,102,דעת עמלק,סידורי,False
חלל,אלבם,102,דעת שקר,סידורי,False
חלל,אלבם,102,ההסכם יחתם,סידורי,False
חלל,אלבם,102,המגפה השקטה,סידורי,False
חלל,אלבם,102,המשיח רגיל,סידורי,False
חלל,אלבם,102,זמן גאולתכם,סידורי,False
חלל,אלבם,102,חולי לילית,סידורי,False
חלל,אלבם,102,יעקב יקבל וו,סידורי,False
חלל,אלבם,102,כבודו מלא עולם,סידורי,False
חלל,אלבם,102,כי עפר אתה,סידורי,False
חלל,אלבם,102,מי אור העולם,סידורי,False
חלל,אלבם,102,מימד חמישי,סידורי,False
חלל,אלבם,102,מירב מיכאלי,סידורי,False
חלל,אלבם,102,סוד עצם הלוז,סידורי,False
חלל,אלבם,102,צמח דוד הנבחר,סידורי,False
חלל,אלבם,102,שבע השנים,סידורי,False
חלל,אלבם,102,שבעים שנה,סידורי,False
חלל,אלבם,102,שקר ואמת,סידורי,False
חלל,אלבם,102,אמונה,רגיל,True
חלל,אלבם,102,מבין,רגיל,False
חלל,קדמי,246,אעלה לדרגת,אלבם,False
חלל,קדמי,246,הבקר אור,אלבם,False
חלל,קדמי,246,הַבֹּקֶר אוֹר,אלבם,False
חלל,קדמי,246,ואת הארץ,אלבם,False
חלל,קדמי,246,עת הגאלה,אלבם,False
חלל,קדמי,246,ישות ישות,אתבש,False
חלל,קדמי,246,משיח ציון,אתבש,False
חלל,קדמי,246,נס נתניהו,אתבש,False
חלל,קדמי,246,גבריאל,גדול,True
חלל,קדמי,246,להאיר,גדול,False
חלל,קדמי,246,מראה,גדול,False
חלל,קדמי,246,סין,מילוי,True
חלל,קדמי,246,חזון דניאל במלוי,מסתתר,False
חלל,קדמי,246,רקבון,מסתתר,False
חלל,קדמי,246,אובאמה במלחמת עולם השלישית,סידורי,False
חלל,קדמי,246,אשרי המאמין בגאולת בני ישראל ב,סידורי,False
חלל,קדמי,246,סלין לאה מלכת ישראל בימינו,סידורי,False
חלל,קדמי,246,צ צמ צמח ד דו דוי דויד ב בן י יש ישי,סידורי,False
חלל,קדמי,246,שכינתו תשוב לציון מילוי,סידורי,False
חלל,קדמי,246,אדמה לעליון,רגיל,False
חלל,קדמי,246,גבריאל,רגיל,True
חלל,קדמי,246,הפנים אליך,רגיל,False
חלל,קדמי,246,להאיר,רגיל,False
