id,original_phrase,source,resolved_corpus_role,method_mention_type,n_distinct_canonical_methods,multi_method_flag,method_mentioned,canonical_method_id,research_expression,claimed_value,instruction_confidence,verification_state,has_engine_verified_mismatch,has_engine_verified_match,candidate_labels,temporal_markers,issue_group
369b87fb-f8ef-45f5-866e-4728e1bb1947,המשיח יבא ב 776 - משולש,excel_import,archival_raw,multi_method_instruction,1,yes,משולש,רגיל,המשיח יבא ב,776,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
37d36ee6-5eb1-420a-a678-4fabea412935,יהוה אוהב את עמו 396 - רגיל ומסתתר,excel_import,archival_raw,multi_method_instruction,2,yes,רגיל|מסתתר,רגיל|מסתתר,יהוה אוהב את עמו|ו,396|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
38cb2fdc-6649-475e-8949-446f381ae296,יהוה ימליך אותי ב2016 -ריבוע -,excel_import,thematic_corpus,multi_method_instruction,1,yes,ריבוע,רגיל,יהוה ימליך אותי ב,2016,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
39d27c2f-3147-4c77-a0dc-0432a78b2f67,רוח אלהים אותיות אחרי - 3333 מילוי דה מילוי,excel_import,numeric_word_construct,multi_method_instruction,2,yes,אותיות אחרי|מילוי|מילוי,אותיות אחרי|מילוי|מילוי,רוח אלהים|3333|דה,3333||,high|low|low,engine_verified_mismatch|not_applicable|not_applicable,yes,no,,,systematic_engine_verification_mismatch
3c3bc69d-f260-4f30-abd2-6ae3b831cf20,צמח דוד מצפה ל22 12 -4340-גדול,excel_import,research_vocabulary,multi_method_instruction,1,yes,גדול,רגיל,צמח דוד מצפה ל22 12,4340,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
3c745b79-5f47-4c65-b5fb-a9a138d9c68d,עליית העולמות 396 אתבש,excel_import,numeric_word_construct,multi_method_instruction,1,yes,אתבש,רגיל,עליית העולמות,396,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
4088aa18-5d2c-42a5-a3f8-c168ae72d5f0,ביאת המשיח האמיתי בימינו 3960 אטבח ראשי,excel_import,archival_raw,multi_method_instruction,1,yes,אטבח,רגיל,ביאת המשיח האמיתי בימינו,3960,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
416cf667-a254-48eb-82e6-078dd7521e4e,מלכותו בזמן הזה ב 776 - מילוי ללא מילה -1118 אלבם,excel_import,research_vocabulary,multi_method_instruction,2,yes,מילוי|אלבם,רגיל|אלבם,מלכותו בזמן הזה ב|ללא מילה -1118,776|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
434ad93e-0c2c-437c-913c-6d60dfbf0bc6,המלכתי ב2016 -רגיל ומלים,excel_import,research_vocabulary,method_result_claim,1,no,רגיל,רגיל,המלכתי ב,2016,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
43bb7299-ccf8-4b34-800b-c7a1ad5d43c9,רצון יהוה את 396 - מסתתר -לפי שלוש,excel_import,thematic_corpus,multi_method_instruction,1,yes,מסתתר,רגיל,רצון יהוה את,396,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
43c94189-133a-4244-a164-e7666e2cef53,מיהו 644-אתבש,excel_import,research_vocabulary,multi_method_instruction,1,yes,אתבש,רגיל,מיהו,644,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
44b9d74a-1d57-47aa-8ce3-f742c9193ace,מלחמת דעאש מלחמת יהוה 1289 מסתתר,excel_import,archival_raw,multi_method_instruction,1,yes,מסתתר,רגיל,מלחמת דעאש מלחמת יהוה,1289,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
45850c22-db48-497d-ac2e-8a2f3a1133c9,פני הדור כפני הכלב בימינו = 2756 מילוי רגיל,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מילוי|רגיל,רגיל|רגיל,פני הדור כפני הכלב בימינו =|פני הדור כפני הכלב בימינו =,2756|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
461694f9-0afa-4f2f-8662-67c0d1517a4a,הסוף להגרלות הלוטו = 2756 ריבוע גדול,excel_import,numeric_word_construct,multi_method_instruction,1,yes,ריבוע גדול,רגיל,הסוף להגרלות הלוטו =,2756,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
47097335-f7e0-47b1-86f9-c344e3927883,"יהוה השולט על כל העולם, מסתתר 1414",excel_import,archival_raw,method_result_claim,1,no,מסתתר,מסתתר,יהוה השולט על כל העולם,1414,high,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
4c419c17-7bed-4a16-a39f-ed6195517727,מתאוה = ריבוע רגיל -644- מילוי ללא,excel_import,research_vocabulary,multi_method_instruction,3,yes,ריבוע|רגיל|מילוי,ריבוע|רגיל|מילוי,מתאוה =|מתאוה =|644,|644|,low|high|low,not_applicable|engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
4d972040-0879-4004-8b13-afeef9ca42d6,גִּילִי מְאֹד בַּת צִיּוֹן הָרִיעִי בַּת יְרוּשָׁלַ‍ִם הִנֵּה מַלְכֵּךְ אנכי - 363- מסתתר -266-ניקוד,excel_import,thematic_corpus,multi_method_instruction,1,yes,מסתתר,מסתתר,גִּילִי מְאֹד בַּת צִיּוֹן הָרִיעִי בַּת יְרוּשָׁלַ‍ִם הִנֵּה מַלְכֵּךְ אנכי,266,high,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
4da1ccef-8ba5-45d1-98f1-f1e538569dda,מי צמח דוד ב781 -רגיל ומשולש לפי אחת,excel_import,research_vocabulary,multi_method_instruction,2,yes,רגיל|משולש,רגיל|קדמי,מי צמח דוד ב|ו,781|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
509b1e3b-1b9d-46b9-8bc0-2796d1a90c3d,אליהו הנביא ימשח את 717- ריבוע,excel_import,research_vocabulary,multi_method_instruction,1,yes,ריבוע,רגיל,אליהו הנביא ימשח את,717,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
50abe4db-0bf6-4a67-8a0b-49de684a11f5,מלחמת עולם נוראית 1358 מסתתר,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מסתתר,רגיל,מלחמת עולם נוראית,1358,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
517d3f45-d8ba-44bc-881e-a629e8c15361,ביאתו ב781 -אטבח,excel_import,research_vocabulary,multi_method_instruction,1,yes,אטבח,רגיל,ביאתו ב,781,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
52cb13ed-571c-4050-ac8f-de47e419a4c7,סוד יום הגאולה 176 רגיל משולש 670 - מסתתר 152,excel_import,archival_raw,multi_method_instruction,3,yes,רגיל|משולש|מסתתר,רגיל|קדמי|מסתתר,סוד יום הגאולה|סוד יום הגאולה|670,176|670|152,low|high|high,engine_verified_match|not_verifiable|engine_verified_mismatch,yes,yes,,,systematic_engine_verification_mismatch
52eb5c83-ae03-4cc6-b001-443a65581b70,396 שם המשיח -לפני בן איש חי -1717 מסתתר,excel_import,thematic_corpus,multi_method_instruction,1,yes,מסתתר,רגיל,396 שם המשיח -לפני בן איש חי,1717,low,engine_verified_mismatch,yes,no,,לפני,systematic_engine_verification_mismatch
538471b3-335c-4c6c-b5cf-d67ea5dd4afe,יה 396 - אתבש,excel_import,numeric_word_construct,multi_method_instruction,1,yes,אתבש,רגיל,יה,396,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
548c43d2-5480-4777-8079-5d57ffcf1397,יהוה ימלך לעלם ועד אתבש 1335מדבר רבה,excel_import,thematic_corpus,method_result_claim,1,no,אתבש,אתבש,יהוה ימלך לעלם ועד,1335,high,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
54e2b7dc-5064-41d7-b84a-6d5b90cdddad,ברוך אתה יהוה אלהינו מלך העולם שֶחָלַק מחכמתו ליראיו - 3732 - גדול,excel_import,thematic_corpus,multi_method_instruction,1,yes,גדול,רגיל,ברוך אתה יהוה אלהינו מלך העולם שֶחָלַק מחכמתו ליראיו,3732,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
566b7ee1-5112-4188-a561-cc880b1765c4,בחרתי בך למשיחי ב2015 - מסתתר,excel_import,archival_raw,multi_method_instruction,1,yes,מסתתר,רגיל,בחרתי בך למשיחי ב,2015,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
56d6d492-6e7b-49b9-ac48-2530f4101700,הסוף לאטום בימינו = 358 רגיל ומילים,excel_import,numeric_word_construct,method_result_claim,1,no,רגיל,רגיל,הסוף לאטום בימינו =,358,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
5720b3e2-07b3-4d64-9444-5124bb8c53b0,אלול 337 - ריבוע,excel_import,numeric_word_construct,multi_method_instruction,1,yes,ריבוע,רגיל,אלול,337,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
572ad645-81f2-4e6d-bc7a-d9cc2c82ba9b,396 זה 474 - מסתתר,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מסתתר,רגיל,396 זה,474,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
586da8de-82a4-4123-857e-1ffa85315e1f,המחירים יאמירו בימינו = 717 רגיל ואותיות,excel_import,numeric_word_construct,method_result_claim,1,no,רגיל,רגיל,המחירים יאמירו בימינו =,717,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
5a28eef1-bb78-4fc1-ba96-4a7476f5a3ae,חכמה מילוי ללא מילה מילוי רגיל 613,excel_import,numeric_word_construct,multi_method_instruction,2,yes,מילוי|מילוי|רגיל,מילוי|מילוי|רגיל,חכמה|ללא מילה|חכמה,||613,low|low|high,not_applicable|not_applicable|engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
5dc939a6-97fa-471e-a31a-1615f56fa801,סודי מלך המשיח =1202 רגיל ומסתתר,excel_import,archival_raw,multi_method_instruction,2,yes,רגיל|מסתתר,רגיל|מסתתר,סודי מלך המשיח =|ו,1202|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
5e9103d5-fc9f-4cc3-a611-a1339fe7e57a,ראש השנה 776 - מסתתר,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מסתתר,רגיל,ראש השנה,776,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
5f62fa57-d41f-48c6-966f-6f055ae0ed78,וַיִּקְרָא יַעֲקֹב אֶל בָּנָיו וַיֹּאמֶר הֵאָסְפוּ וְאַגִּידָה לָכֶם אֵת אֲשֶׁר יִקְרָא אֶתְכֶם בְּאַחֲרִית הַיָּמִים ביאת המשיח באלפיים חמש עשרה-מיקום האות -70000-מילוי =פי 5,excel_import,archival_raw,multi_method_instruction,1,yes,מילוי,רגיל,וַיִּקְרָא יַעֲקֹב אֶל בָּנָיו וַיֹּאמֶר הֵאָסְפוּ וְאַגִּידָה לָכֶם אֵת אֲשֶׁר יִקְרָא אֶתְכֶם בְּאַחֲרִית הַיָּמִים ביאת המשיח באלפיים חמש עשרה-מיקום האות,70000,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
64c34830-c0bb-4331-bc48-4a91bf97053a,בשורת הגאולה ב 776- מסתתר,excel_import,thematic_corpus,multi_method_instruction,1,yes,מסתתר,רגיל,בשורת הגאולה ב,776,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
6569e087-9a8c-4411-bb8e-28cd45153bde,יהוה גילה לי את הקץ 1335- מסתתר,excel_import,personal_or_restricted,multi_method_instruction,1,yes,מסתתר,רגיל,יהוה גילה לי את הקץ,1335,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
65c63ef4-f95a-4891-9720-b758a6787082,אמשח למשיח אמיתי ב 22 12 - אתבש,excel_import,personal_or_restricted,multi_method_instruction,1,yes,אתבש,רגיל,אמשח למשיח אמיתי ב 22,12,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
66442de1-5d7f-4116-a0a2-fcdccb6e75f6,הסוף לעושק = 781 מסתתר רגיל,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מסתתר|רגיל,רגיל|רגיל,הסוף לעושק =|הסוף לעושק =,781|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
6672205c-8ab9-4e60-8220-d2e9d5189c54,הגואל ב2015 - מילוי גדול,excel_import,archival_raw,multi_method_instruction,1,yes,מילוי גדול,רגיל,הגואל ב,2015,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
6672db06-9161-4c68-9369-e6529b433e01,ימלך בישראל 781 - משולש גדול,excel_import,numeric_word_construct,multi_method_instruction,1,yes,משולש גדול,רגיל,ימלך בישראל,781,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
674e63c1-c3a8-4052-aac2-28bcfb9029cb,644 ב 2936- אטבח,excel_import,research_vocabulary,multi_method_instruction,1,yes,אטבח,רגיל,644 ב,2936,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
695f1134-ac79-44d5-a625-4514731b270e,266 דוד לפני 644 סופי תיבות 1266 אטבח,excel_import,numeric_word_construct,multi_method_instruction,1,yes,אטבח,רגיל,266 דוד לפני 644 סופי תיבות,1266,low,engine_verified_mismatch,yes,no,,לפני,systematic_engine_verification_mismatch
69dde4a0-6f70-42f5-b585-5c58be20eb17,גואל עתיק יומין לפני 1290 מילוי,excel_import,archival_raw,multi_method_instruction,1,yes,מילוי,רגיל,גואל עתיק יומין לפני,1290,low,engine_verified_mismatch,yes,no,,לפני,systematic_engine_verification_mismatch
6b681bf2-7539-43a1-9a1e-6de008ffff11,במוצאי שביעית הזה ∆ אותיות אחרי 1118,excel_import,numeric_word_construct,method_result_claim,1,no,אותיות אחרי,אותיות אחרי,במוצאי שביעית הזה ∆,1118,high,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
6d30fd94-8123-4c9b-855d-5fc44a76d682,ביאת משיח יהוה ב 477- רגיל ועוד משולש,excel_import,thematic_corpus,multi_method_instruction,2,yes,רגיל|משולש,רגיל|קדמי,ביאת משיח יהוה ב|ועוד,477|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
6dcd3c69-896b-4e59-a268-4885c8b61611,בימינו 2880 - מסתתר,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מסתתר,רגיל,בימינו,2880,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
6f4ec955-f04e-4e2a-9019-de4c9d6da71c,משיח 337 533 396 מסתתר לפי שלש,excel_import,archival_raw,multi_method_instruction,1,yes,מסתתר,רגיל,משיח 337 533,396,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
6f567bf1-6fe8-4c1e-9655-7a9c9671ab72,הסוף למזומנים = 386 רגיל ואותיות,excel_import,numeric_word_construct,method_result_claim,1,no,רגיל,רגיל,הסוף למזומנים =,386,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
71d82e09-a188-4027-aeae-a4ba953bbbc4,יהוה ימליך אותי ב2016 - מילוי,excel_import,archival_raw,multi_method_instruction,1,yes,מילוי,רגיל,יהוה ימליך אותי ב,2016,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
740723f5-fe40-427c-a12d-d89228387209,ישועתך ב781 -לפני 5900--אטבח=פי 5,excel_import,research_vocabulary,multi_method_instruction,1,yes,אטבח,רגיל,ישועתך ב781 -לפני,5900,low,engine_verified_mismatch,yes,no,,לפני,systematic_engine_verification_mismatch
749d7082-e2be-41c7-b385-b364fdea1be7,משיח יהוה 644 מילוי,excel_import,archival_raw,multi_method_instruction,1,yes,מילוי,רגיל,משיח יהוה,644,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
74ec0127-7282-4d6f-9e48-858757e3fbbf,צמח דוד ברחוב אחוזה 68 -רגיל ומילוי,excel_import,research_vocabulary,multi_method_instruction,2,yes,רגיל|מילוי,רגיל|מילוי,צמח דוד ברחוב אחוזה|ו,68|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
78c33c6b-ea5a-4c0f-bb0c-038cc04dca2a,זעם אפי לפטיש כבד - מסתתר + רגיל 1337,excel_import,numeric_word_construct,multi_method_instruction,2,yes,מסתתר|רגיל,מסתתר|רגיל,זעם אפי לפטיש כבד|+,|1337,low|high,not_applicable|engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
797b17c7-ad25-4641-9efd-3093cdacaae0,סוד יהוה שנת 781- מילוי רגיל,excel_import,thematic_corpus,multi_method_instruction,1,yes,מילוי|רגיל,רגיל|רגיל,סוד יהוה שנת|סוד יהוה שנת,781|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
7981d9e6-27ce-4b73-8c42-70d1e23807aa,הסוף לחולים בימינו = 396 רגיל ומילים,excel_import,numeric_word_construct,method_result_claim,1,no,רגיל,רגיל,הסוף לחולים בימינו =,396,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
7aac4bf5-2202-42f1-a507-6fd4b17551d1,עת 76 מילוי ללא,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מילוי,רגיל,עת,76,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
7af5acb6-60cf-4be6-a405-03ec4365ccfb,הסוף למלחמות העמים בימינו = 998 רגיל !,excel_import,numeric_word_construct,method_result_claim,1,no,רגיל,רגיל,הסוף למלחמות העמים בימינו =,998,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
7d399c80-8e5a-403c-a8b9-38d215945d9f,עת הזמיר בשנה הבאה עלינו לטובה 3968 מילוי,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מילוי,רגיל,עת הזמיר בשנה הבאה עלינו לטובה,3968,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
7f355712-503e-4a8a-bd42-798d024b2193,חמש שלש שלש (533) - מילוי דמילוי,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מילוי דמילוי,רגיל,חמש שלש שלש,533,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
7f57e2d6-4095-4e59-8443-8e4337ca22f4,גאולה 2212-מסתתר רגיל,excel_import,thematic_corpus,multi_method_instruction,1,yes,מסתתר|רגיל,רגיל|רגיל,גאולה|גאולה,2212|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
7f8c2ae0-4de0-436d-8805-10a779f76929,644 - מסתתר - 1424 אתבש,excel_import,numeric_word_construct,multi_method_instruction,2,yes,מסתתר|אתבש,מסתתר|אתבש,644|1424,1424|,high|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
7fef9b45-a9aa-40f5-a5e6-d14d84e5991b,עת התגלותי שנה הבאה 2626 מילוי,excel_import,personal_or_restricted,multi_method_instruction,1,yes,מילוי,רגיל,עת התגלותי שנה הבאה,2626,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
8253a548-5beb-4933-963d-b783f8c88e05,מלכותי תהיה 2015ב- 2600 רגיל ואותיות,excel_import,research_vocabulary,method_result_claim,1,no,רגיל,רגיל,מלכותי תהיה 2015ב,2600,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
8363fc54-7004-4b15-bd14-1ec4760bc731,שׁוּבָה יִשְׂרָאֵל עַד יְהוָה אֱלֹהֶיךָ כִּי כָשַׁלְתָּ בַּעֲו‍ֹנֶךָ - אותיות לפני 1336,excel_import,thematic_corpus,method_result_claim,1,no,אותיות לפני,אותיות לפני,שׁוּבָה יִשְׂרָאֵל עַד יְהוָה אֱלֹהֶיךָ כִּי כָשַׁלְתָּ בַּעֲו‍ֹנֶךָ,1336,high,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
8436d861-17fa-4717-b776-259121448882,שנת התגלותי 781- 266 מילוי האות,excel_import,personal_or_restricted,multi_method_instruction,1,yes,מילוי,רגיל,שנת התגלותי 781,266,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
85eea5ab-00cc-494f-b41d-171fe8a52227,יוקר המחיה בימינו = 424 מסתתר רגיל וגדול,excel_import,numeric_word_construct,multi_method_instruction,2,yes,מסתתר|רגיל|גדול,רגיל|רגיל|גדול,יוקר המחיה בימינו =|יוקר המחיה בימינו =|ו,424||,low|low|low,engine_verified_mismatch|not_applicable|not_applicable,yes,no,,,systematic_engine_verification_mismatch
86a6c3b9-c2cd-4e12-ab3a-a69df29ae5e1,אתגלה בעתה בשנה החדשה ב22 12 -לי אחד - 7810- מילוי,excel_import,personal_or_restricted,multi_method_instruction,1,yes,מילוי,רגיל,אתגלה בעתה בשנה החדשה ב22 12 -לי אחד,7810,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
88355db1-6cd0-4a6a-9428-1a895f843f3e,שנת 776 - מילוי דמילוי,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מילוי דמילוי,רגיל,שנת,776,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
89967ba4-b6c0-4f9b-b17d-08e2643c3ca2,המשיח יבא 776 - מילוי - משולש 6441 - מילוי ללא 2240,excel_import,archival_raw,multi_method_instruction,3,yes,מילוי|משולש|מילוי,רגיל|קדמי|מילוי,המשיח יבא|המשיח יבא|6441,776|6441|,low|high|low,engine_verified_mismatch|engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
8d7f4805-ba26-4d24-afb3-a63dc20214a9,ביאתי 1335- מילוי ללא לפי -אחת,excel_import,personal_or_restricted,multi_method_instruction,1,yes,מילוי,רגיל,ביאתי,1335,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
8f20870d-db97-45ef-a15d-c12e952b891f,הוא מלך המשיח ב2015 -אטבח,excel_import,thematic_corpus,multi_method_instruction,1,yes,אטבח,רגיל,הוא מלך המשיח ב,2015,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
8fb0c065-74d1-481f-9b7f-27c8f98f5dcb,עד עת קץ 1335-גדול ומלים-לפי אחת,excel_import,archival_raw,multi_method_instruction,1,yes,גדול,רגיל,עד עת קץ,1335,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
90286a16-68c7-4937-b3f4-20c3f9895ce4,תשועת ישראל ב2015 - מילוי גדול אות שניה 5140 - פי 5 -,excel_import,research_vocabulary,multi_method_instruction,1,yes,מילוי גדול,רגיל,תשועת ישראל ב,2015,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
9170fc94-aa70-4427-99a0-d436539c4601,הסוד אסתר 710 - אתבש 690 שנחבר רגיל 1426,excel_import,numeric_word_construct,multi_method_instruction,2,yes,אתבש|רגיל,אתבש|רגיל,הסוד אסתר|690 שנחבר,690|1426,high|high,not_verifiable|engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
9216b91e-2453-4854-8e81-97df57c5e07c,מלך המשיח יבא מכי ליהוה המלוכה ב2016 -01300-רגיל,excel_import,thematic_corpus,method_result_claim,1,no,רגיל,רגיל,מלך המשיח יבא מכי ליהוה המלוכה ב2016,1300,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
92f57f9a-b365-4a44-a2d1-ee9ac915e742,שאול המלך דויד המלך מילוי - 450 מסתתר - 375 אחרי,excel_import,numeric_word_construct,multi_method_instruction,2,yes,מילוי|מסתתר,מילוי|מסתתר,שאול המלך דויד המלך|450,450|375,high|high,not_verifiable|engine_verified_mismatch,yes,no,,אחרי,systematic_engine_verification_mismatch
948be4aa-791e-4a8b-bdc5-ecd2ddc6cf29,הוא שליח יהוה 1434 ∆ - 1820 -רגיל ומשולש,excel_import,thematic_corpus,multi_method_instruction,2,yes,רגיל|משולש,רגיל|קדמי,הוא שליח יהוה 1434 ∆|ו,1820|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
95f2d6da-07e1-45b7-9b3b-2cb4180c70c6,האמת תהיה נעדרת ב = 3096 מילוי רגיל,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מילוי|רגיל,רגיל|רגיל,האמת תהיה נעדרת ב =|האמת תהיה נעדרת ב =,3096|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
98e9915f-ccb0-4d8c-a48d-39efbca12b0f,יהוה ימלך לעלם ועד אתבש 1290 מילוי,excel_import,thematic_corpus,multi_method_instruction,2,yes,אתבש|מילוי,אתבש|מילוי,יהוה ימלך לעלם ועד|1290,1290|,high|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
99026375-63c5-4bb4-917f-fc42f6be149b,משיח יהוה בזמן הזה מסתתר - 1212 מילוי ללא,excel_import,archival_raw,multi_method_instruction,2,yes,מסתתר|מילוי,מסתתר|מילוי,משיח יהוה בזמן הזה|1212,1212|,high|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
9964513a-9c33-4262-be50-ee422d489bf8,משיח 337 533 396 566 משולש,excel_import,numeric_word_construct,multi_method_instruction,1,yes,משולש,רגיל,משיח 337 533 396,566,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
9a85518b-7c6f-4fc8-b0ee-00f2a5b02e19,הצמח 363- רגיל ואותיות,excel_import,research_vocabulary,method_result_claim,1,no,רגיל,רגיל,הצמח,363,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
9c6cfdec-d95f-4657-a196-f2752372911d,337 עוזר המשיח 266- אתבש,excel_import,archival_raw,multi_method_instruction,1,yes,אתבש,רגיל,337 עוזר המשיח,266,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
9cd51b65-ae6b-44d1-bd09-93bbaa42ee2f,יהוה ציון 182 424 -אתבש,excel_import,thematic_corpus,multi_method_instruction,1,yes,אתבש,רגיל,יהוה ציון 182,424,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
9f45b7a1-04d7-4e7a-9813-26aaab241054,לך מלכות דויד בן ישי ב2015 - ריבוע,excel_import,numeric_word_construct,multi_method_instruction,1,yes,ריבוע,רגיל,לך מלכות דויד בן ישי ב,2015,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
a13e08c4-3280-42a3-8e6c-421f0966306d,מחנה ישראל 3630 מילוי ללא מילה,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מילוי,רגיל,מחנה ישראל,3630,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
a1623f60-fafc-4d52-9a62-d28aedb2dd4f,נשמתי משה משולש - 1437 מילוי רגיל,excel_import,personal_or_restricted,multi_method_instruction,3,yes,משולש|מילוי|רגיל,קדמי|מילוי|רגיל,נשמתי משה|1437|נשמתי משה,1437||,high|low|low,engine_verified_mismatch|not_applicable|not_applicable,yes,no,,,systematic_engine_verification_mismatch
a55df17f-cede-44b0-8f00-18c889002d4a,זה + זה = 474 - רגיל 137 סמי הזיה - מילוי,excel_import,numeric_word_construct,multi_method_instruction,2,yes,רגיל|מילוי,רגיל|מילוי,זה + זה =|137 סמי הזיה,137|,high|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
a823657f-34af-432b-9132-992f4386a68e,בואו בשנת 776 -מסתתר,excel_import,research_vocabulary,multi_method_instruction,1,yes,מסתתר,רגיל,בואו בשנת,776,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
