id,phrase,source,resolved_corpus_role,method_mention_type,method_claim_status,method_claim_reason,historical_method_convention,candidate_method_dependency,method_evidence_confidence,overlap_dimensions
2f43b8d1-eb7c-4624-9b87-7b1de1010271,הסוף לטרור בימינו = 717 רגיל ומילים,excel_import,numeric_word_construct,method_result_claim,unresolved_mismatch,insufficient_context,,no,low,
2fad301c-3ee1-4207-95a1-9c6965f95cf4,סוד הגאולה מילוי בלבד 776,excel_import,archival_raw,method_result_claim,no_claim_verified,method_result_claim,,no,n/a,messiah_package
2fd1e12c-1b19-47b8-b34d-f449307bb1a5,רוח המשיח מילוי ללא,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
300fab2b-ec2d-47ff-8286-d4d5c7693d9b,בן דויד יתגלה לפני,excel_import,research_vocabulary,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
302c64ed-825c-468f-aac8-650b626a35d7,גִימַטְרִיָּה- תּוֹרָה - מסתתר - רגיל 888,excel_import,thematic_corpus,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
31037963-a9af-4f22-8954-c974d819ffa1,הסוף לשליטים = 775 מסתתר רגיל,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,method_alias_issue,,no,medium,
313e1a82-607c-47aa-be69-0a62423a0a03,מסתתר,auto:תיעוד אירועים wp36103,thematic_corpus,method_word_as_subject,no_claimed_value,method_word_as_subject,,no,n/a,year_time
313e471d-9ded-4f4d-b822-a018f56b676f,שיר לרעיתי 336 מיקום של מילוי,excel_import,numeric_word_construct,research_instruction,no_claimed_value,research_instruction,,no,n/a,
315c8cb4-291b-4e54-b3dc-eb914fcc9c02,1335 1290 עד עת קץ סוד התגלותי - לפני - לפי אחד,excel_import,personal_or_restricted,lexical_use,not_a_method_claim,lexical_use,,no,n/a,numeric_word|messiah_package|ambiguous_enrichment_62
320da36e-68da-411b-800a-349d64a2b3ff,"אֲנִי אֶהְיֶה-לּוֹ לְאָב, וְהוּא יִהְיֶה-לִּי לְבֵן; לצמח -אחרי -1139-רגיל",excel_import,thematic_corpus,method_result_claim,no_claim_verified,method_result_claim,,no,n/a,
32362db7-9bcb-4fda-b9ae-ee5072a68dbc,יהוה יפיל אויבינו - מילוי דה מילוי,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
32467d9b-feb9-452f-ad2a-8ec399d85edf,צמח משיח בן דויד מצפה לשכינה =1118- אתבש,excel_import,thematic_corpus,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,messiah_package
32b0a61e-471b-41c2-b496-cdd61527610e,דמשק תפל משולש,excel_import,research_vocabulary,research_instruction,no_claimed_value,research_instruction,,no,n/a,
32e2de1d-c9af-4017-9c11-b599a5f92373,"וּבָא לְצִיּוֹן גּוֹאֵל, וּלְשָׁבֵי פֶשַׁע בְּיַעֲקֹב--נְאֻם, יְהוָה ליהוה בחמשת אלפים שבע מאות שבעים ושש- משולש גדול",excel_import,archival_raw,research_instruction,no_claimed_value,research_instruction,,no,n/a,numeric_word|year_time
339a2c5d-64dd-4df3-9633-32ca3352ba19,אופיע כמשיח יהוה האחרון = משולש,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
33cc8e53-3268-490c-a364-4b02a7eb9410,יתקע בשופר גדול בעתה,excel_import,research_package,research_instruction,no_claimed_value,research_instruction,,no,n/a,
33d6d95c-7120-48ce-a6f4-d8d7abf5dea5,האמת תהיה נעדרת ב 776 = 2936 רגיל,excel_import,numeric_word_construct,method_result_claim,unresolved_mismatch,insufficient_context,,no,low,
3409c3ff-ab03-431d-9d88-7cfbe7ab20f9,מפלת דמשק לפני,excel_import,research_vocabulary,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
34442d14-f139-48b1-9b0a-ba5451f66eba,המשיח האחרון יופיע - מסתתר,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
3468e323-c44a-4acc-a3e1-455e472469a0,מלכות שמים תתגלה ב776- גדול,excel_import,research_vocabulary,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
34752dc4-6d50-4950-bb0d-06d6ad3fd198,המשיח בכי לה המלוכה מילוי -אטבח 1514,excel_import,thematic_corpus,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,messiah_package
353ea785-5edd-45fd-8d0d-426ef72e9429,ויבכו בכי גדול,contribution:צבי (OPOC),research_vocabulary,research_instruction,no_claimed_value,research_instruction,,no,n/a,
35511f83-3e62-4ca4-bf36-250e337851e8,666 - מילוי,excel_import,numeric_word_construct,research_instruction,no_claimed_value,research_instruction,,no,n/a,
35b31136-af76-47bf-bb19-a3fe39f72ba1,דויד בן ישי צדיק נסתר - אטבח,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
35f8e788-bb38-4ad5-b753-98dada98b6d7,מלך המשיח גוג= מילוי,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
369b87fb-f8ef-45f5-866e-4728e1bb1947,המשיח יבא ב 776 - משולש,excel_import,archival_raw,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,messiah_package
36a9c285-ad43-44f0-8731-5a9161027fa4,בעל רוחני רק 555 2388 1202 גם אלבם משולש 2388,excel_import,numeric_word_construct,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
371e4e62-5052-413b-95e3-127c80be968f,סתר יהוה -מילוי,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
3769f761-3471-48ca-97ee-26bb0421956a,משיח בן דויד ימלך לפני- 396 אות שניה,excel_import,thematic_corpus,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
37be8cb2-6bb6-47a4-b45c-c09e6325029c,רצון יהוה בזמן הזה =לפני,excel_import,thematic_corpus,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
37d36ee6-5eb1-420a-a678-4fabea412935,יהוה אוהב את עמו 396 - רגיל ומסתתר,excel_import,archival_raw,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
37e2acfd-72fd-4786-ad8f-3cb99932f6b1,- משולש יהוה ישיש בימינו,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
37fc0e51-e580-4bbd-bc8c-0c44aa4f82ec,הסוף לגזענות = 717 רגיל !,excel_import,numeric_word_construct,method_result_claim,engine_verified,engine_verified_match,value-then-רגיל-suffix convention (control-group grammar),no,high,
381331b6-6a40-4acd-8bb4-4cf461360540,שנת ביאת המשיח האחרון 776 - 1212 רת,excel_import,archival_raw,candidate_method,candidate_pending,"candidate_method:ר""ת (רת)",,yes,low,messiah_package
38a64786-643a-43a0-a4db-53c84ecb0b47,משיח אמיתי בעתה מילוי ללא מילה,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
38adf918-fbb1-45a5-ac75-023a5deeffb8,יוד ספירות - אתבש 358,excel_import,numeric_word_construct,method_result_claim,no_claim_verified,method_result_claim,,no,n/a,
38cb2fdc-6649-475e-8949-446f381ae296,יהוה ימליך אותי ב2016 -ריבוע -,excel_import,thematic_corpus,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,year_time
38f354ac-7948-4a7b-b632-b8c9c94b71b9,אנחנו בחלום כבר אלבם. 2368,excel_import,numeric_word_construct,research_instruction,no_claimed_value,research_instruction,,no,n/a,
39984aa0-f511-4780-b7d2-49c799907b3e,משיח בן דוד. גדול,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
39d27c2f-3147-4c77-a0dc-0432a78b2f67,רוח אלהים אותיות אחרי - 3333 מילוי דה מילוי,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,method_alias_issue,,no,medium,
3a599c63-051d-4031-bdd0-63e48f77222d,דרגת גואל אחרון 111110 -אתבש - 1118 - 1118 - 1958,excel_import,archival_raw,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,messiah_package
3a931237-83b0-434c-870e-6ff0a7752e50,דירה בתחתונים ליהוה בימינו אתבש,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
3a957d25-875c-4886-b49d-a44ee1dc0349,הגאולה ברחמים (רגיל ו ∆ ) ריבוע 1331,excel_import,archival_raw,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,messiah_package
3afad72f-0422-4e8e-b7f1-c81c7fd7a1fc,בשורת הגאולה לפני,excel_import,thematic_corpus,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
3b6d22c7-7f1f-4f12-8dc0-8bdddf6e8af3,ריבוע 396 -10000-רגיל -פי 5 - משולש 37000,excel_import,research_vocabulary,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
3b6ebafb-3f98-4f08-b45b-f3891e7f4596,עם קשה עורף אנחנו ב = 988 רגיל = עשרה בטבת,excel_import,numeric_word_construct,method_result_claim,engine_verified,engine_verified_match,value-then-רגיל-suffix convention (control-group grammar),no,high,numeric_word
3b986387-7e4a-4683-80f1-0fd41443a659,תרגיל למשיחי - מסתתר = עשרה בטבת,excel_import,thematic_corpus,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,numeric_word|messiah_package
3b9c1c44-84bc-4485-b74f-fb9f066e03aa,644 אתבש,excel_import,numeric_word_construct,research_instruction,no_claimed_value,research_instruction,,no,n/a,
3ba6851a-4a0a-4d74-a13a-7092448c5439,266 יהיה גואלנו בשנה הבאה - מסתתר,excel_import,archival_raw,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
3bbbfd53-f7bb-4dbd-818b-38474bef7041,הסוף לשלטון המושחת = 1335 רגיל !!,excel_import,archival_raw,method_result_claim,engine_verified,engine_verified_match,value-then-רגיל-suffix convention (control-group grammar),no,high,
3bfe0b42-4970-4d53-abd6-f7757fbfdc1e,אני משיחו האמתי רגיל ומילוי,excel_import,thematic_corpus,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,messiah_package
3c3bc69d-f260-4f30-abd2-6ae3b831cf20,צמח דוד מצפה ל22 12 -4340-גדול,excel_import,research_vocabulary,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,messiah_package
3c745b79-5f47-4c65-b5fb-a9a138d9c68d,עליית העולמות 396 אתבש,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
3cf9bfb2-f4e6-46d1-b720-c6e213078651,533 337 משיח - מסתתר,excel_import,numeric_word_construct,research_instruction,no_claimed_value,research_instruction,,no,n/a,
3d1788b3-c9b7-433f-ae89-cf4e71df1fe6,המשיח האחרון אותיות ועוד רגיל,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
3d567577-768b-4f68-a256-a5f162780f3a,מֹעֵד שְׁנַת הַשְּׁמִטָּה--בְּחַג הַסֻּכּוֹת. ביאתי כמשיח יהוה האמיתי - אלבם,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
3df06f4f-6401-491f-8183-3c43261ef92c,התגלות המשיח 1335 1290=רגיל ואותיות,excel_import,archival_raw,research_instruction,no_claimed_value,research_instruction,,no,n/a,
3e6820b8-be35-48e5-b739-6a27d46c8462,כתר על ראש לפני,excel_import,research_vocabulary,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
402a7788-9483-43ac-a120-af28b3a6f264,אחרי,promoted:raw_docx_v2,research_vocabulary,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
40627db3-97e6-45bd-815d-0d418e523aeb,קץ היהדות רגיל 620 1037,excel_import,numeric_word_construct,method_result_claim,engine_verified,engine_verified_match,value-then-רגיל-suffix convention (control-group grammar),no,high,
4088aa18-5d2c-42a5-a3f8-c168ae72d5f0,ביאת המשיח האמיתי בימינו 3960 אטבח ראשי,excel_import,archival_raw,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
416cf667-a254-48eb-82e6-078dd7521e4e,מלכותו בזמן הזה ב 776 - מילוי ללא מילה -1118 אלבם,excel_import,research_vocabulary,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
4197e2c1-3206-4d23-b45a-a2c271ea4ce3,תִּצְמַח הַיְשׁוּעָה לְיִשְׂרָאֵל מכי ליהוה המלוכה - לפני,excel_import,thematic_corpus,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
419c6a0c-a236-4021-aa1b-a25a548c47a8,גדול בתורה,promoted:raw_docx_v2,research_vocabulary,research_instruction,no_claimed_value,research_instruction,,no,n/a,
42191a1c-f41c-4ea8-adb8-91650c4fa305,2660 3370 בזמן הזה -מסתתר- מילוי ללא 2212,excel_import,research_vocabulary,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
42ffeb12-a067-437d-ad64-4a45a07fcf89,בראשית דוד בן ישי בית הלחמי לפני,excel_import,thematic_corpus,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
43235059-8614-49cb-9add-fb673b4b002c,צמח דוד הוא האמיתי הכפלה,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
4333b4c7-5bbf-4ab5-b1f1-af5e641b1661,514 * 10 - רגיל ואתויות,excel_import,numeric_word_construct,research_instruction,no_claimed_value,research_instruction,,no,n/a,
434ad93e-0c2c-437c-913c-6d60dfbf0bc6,המלכתי ב2016 -רגיל ומלים,excel_import,research_vocabulary,method_result_claim,unresolved_mismatch,wrong_expression_boundary,,no,medium,year_time
43555693-4832-4e6d-993c-c702fae0dd8f,לי כסא דוד משולש - פי 5 - מילוי ללא 5900,excel_import,personal_or_restricted,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
435c5f4f-373b-463c-8895-d033a1bfee80,אור 3370 פי 5 - רגיל לפני אחרי,excel_import,numeric_word_construct,research_instruction,no_claimed_value,research_instruction,,no,n/a,
438dbda7-99bf-4c01-9bb9-6c34d2d9d479,וראית את אחרי,excel_import,research_vocabulary,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
43a3d1e3-9441-474f-a4f1-8e32f8ae1aa5,נשמתי תעלה 11111- סת - לפי אחד,excel_import,personal_or_restricted,candidate_method,candidate_pending,"candidate_method:ס""ת (סת)",,yes,low,numeric_word|messiah_package|ambiguous_enrichment_62
43bb7299-ccf8-4b34-800b-c7a1ad5d43c9,רצון יהוה את 396 - מסתתר -לפי שלוש,excel_import,thematic_corpus,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,numeric_word|ambiguous_enrichment_62
43c94189-133a-4244-a164-e7666e2cef53,מיהו 644-אתבש,excel_import,research_vocabulary,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
44b9d74a-1d57-47aa-8ce3-f742c9193ace,מלחמת דעאש מלחמת יהוה 1289 מסתתר,excel_import,archival_raw,multi_method_instruction,unresolved_mismatch,method_alias_issue,,no,medium,
44e15865-79a5-4960-a239-896e2a781269,ביאת המשיח בשנת אלפיים חמש עשרה - אחרי,excel_import,numeric_word_construct,lexical_use,not_a_method_claim,lexical_use,,no,n/a,numeric_word|year_time|messiah_package
4515e733-105a-4462-89d5-74bbd3c58c54,גדול האחים,promoted:raw_docx_v2,research_vocabulary,research_instruction,no_claimed_value,research_instruction,,no,n/a,
457ea907-3d22-4b88-a3d5-8072a5844596,בית המקדש יבנה בניסן מילוי גדול 7600,excel_import,numeric_word_construct,method_result_claim,no_claim_verified,method_result_claim,,no,n/a,
45850c22-db48-497d-ac2e-8a2f3a1133c9,פני הדור כפני הכלב בימינו = 2756 מילוי רגיל,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
45a8f5b0-c663-41a8-b6f7-893f268d820b,266 משולש,excel_import,numeric_word_construct,research_instruction,no_claimed_value,research_instruction,,no,n/a,
461694f9-0afa-4f2f-8662-67c0d1517a4a,הסוף להגרלות הלוטו = 2756 ריבוע גדול,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
4699e539-a8b6-4ade-97f5-a2b065fe7989,סוף פוליטיקה = 396 רגיל,excel_import,numeric_word_construct,method_result_claim,engine_verified,engine_verified_match,value-then-רגיל-suffix convention (control-group grammar),no,high,
46a02c44-95dd-49ca-9473-ae3015029db5,ביאתי כמשיח בזמן הזה לפני - פי 5 - - אתבש 7810,excel_import,thematic_corpus,method_result_claim,no_claim_verified,method_result_claim,,no,n/a,messiah_package
46f5fa5e-35cb-4816-9174-d2ac1344ac25,רעידת האדמה בנפל לפני,excel_import,research_vocabulary,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
47046bc3-5594-428d-b885-14d1bac91172,הסוף לזנות = 644 רגיל,excel_import,numeric_word_construct,method_result_claim,engine_verified,engine_verified_match,value-then-רגיל-suffix convention (control-group grammar),no,high,
47097335-f7e0-47b1-86f9-c344e3927883,"יהוה השולט על כל העולם, מסתתר 1414",excel_import,archival_raw,method_result_claim,unresolved_mismatch,insufficient_context,,no,low,
4734e5a2-34e9-4147-86e0-548d841eee2e,- לפני הפליאה 3960 6440 3580 2660 5140 7810 20150,excel_import,research_vocabulary,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
47464be8-191d-4496-9a89-a5eed8a64e6f,סמוך לימות המשיח דבר גדול בא. = 1227,excel_import,archival_raw,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
47b44e70-9e25-4614-846e-0f33a65db361,מתי משיח יופיע אחרון -לפני פליאה,excel_import,thematic_corpus,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
47ddf011-a35e-4457-b6ab-c50b701916e2,כֹּה אָמַר יְהוָה קְדוֹשׁ יִשְׂרָאֵל וְיֹצְרוֹ הָאֹתִיּוֹת שְׁאָלוּנִי עַל בָּנַי וְעַל פֹּעַל יָדַי תְּצַוֻּנִי תאריך ביאת אליהו הנביא והמשיח -רת -1400-קטן,excel_import,archival_raw,candidate_method,candidate_pending,"candidate_method:ר""ת (רת)",,yes,low,messiah_package
495a2f22-d89a-4962-aaa9-62df99d95b93,צמח דויד רת,sod1820,public_core,candidate_method,candidate_pending,"candidate_method:ר""ת (רת)",,yes,low,
4a74e1bc-f5e3-492f-8624-291ab29fe579,מלכות דוד אחרי גדול,excel_import,research_vocabulary,research_instruction,no_claimed_value,research_instruction,,no,n/a,
4abb0de5-ef2d-4189-9438-f7e93a618c98,רוח אלהים מרחפת על פני 717- לפני -5140-סת =פי 5,excel_import,research_vocabulary,candidate_method,candidate_pending,"candidate_method:ס""ת (סת)",,yes,low,
4b46a0fa-bc2a-4448-81e4-95442387996e,396 רגיל ואותיות !,excel_import,numeric_word_construct,research_instruction,no_claimed_value,research_instruction,,no,n/a,
4bf45bbc-91f3-478f-94df-d7de70faeacc,המלחמה תפרוץ בחודש הבא רת,excel_import,thematic_corpus,candidate_method,candidate_pending,"candidate_method:ר""ת (רת)",,yes,low,
4c419c17-7bed-4a16-a39f-ed6195517727,מתאוה = ריבוע רגיל -644- מילוי ללא,excel_import,research_vocabulary,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
4d6068a6-8f2e-449e-a7cd-8c8920ad1fb9,2662 המשיח רגיל,excel_import,numeric_word_construct,research_instruction,no_claimed_value,research_instruction,,no,n/a,
4d681545-8cfb-4a2a-bfd8-288578114cf2,זה הקטן גדול יהיה,promoted:raw_docx_v2,research_vocabulary,research_instruction,no_claimed_value,research_instruction,,no,n/a,
4d9580dd-a756-4dd1-84fb-72daec10bfae,וַיִּזְכֹּר אֱלֹהִים אֶת בְּרִיתוֹ אֶת אַבְרָהָם אֶת יִצְחָק וְאֶת יַעֲקֹב - פי 5 מילוי דמילוי - מילוי דמילוי,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
4d972040-0879-4004-8b13-afeef9ca42d6,גִּילִי מְאֹד בַּת צִיּוֹן הָרִיעִי בַּת יְרוּשָׁלַ‍ִם הִנֵּה מַלְכֵּךְ אנכי - 363- מסתתר -266-ניקוד,excel_import,thematic_corpus,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
4da1ccef-8ba5-45d1-98f1-f1e538569dda,מי צמח דוד ב781 -רגיל ומשולש לפי אחת,excel_import,research_vocabulary,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,numeric_word|ambiguous_enrichment_62
4e26c77c-b49d-423e-9925-98909dc2fa4c,מלכות שמים 337-אחרי גדול- 3096-גדול ואותיות,excel_import,research_vocabulary,method_result_claim,no_claim_verified,method_result_claim,,no,n/a,
4e4fb4f3-4ebd-462d-b6c6-e041ccdc67b0,363 396 120 781 26 שער ן מסתתר,excel_import,numeric_word_construct,research_instruction,no_claimed_value,research_instruction,,no,n/a,
4ec34b50-e250-4d80-bd04-e346acefd902,יהוה הוֹשִׁיעָה הַמֶּלֶךְ יַעֲנֵנוּ בְיוֹם קָרְאֵנוּ:-2756-מילוי 1202-לם=פני,excel_import,thematic_corpus,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
4f71a4f8-4480-436e-9829-1ee78e160594,לי דרגת 11111 מאליהו הנביא - ריבוע,excel_import,personal_or_restricted,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
505b8383-1122-469b-8caa-baeb6b23c8c1,לפני הפליאה,sod1820,public_core,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
509b1e3b-1b9d-46b9-8bc0-2796d1a90c3d,אליהו הנביא ימשח את 717- ריבוע,excel_import,research_vocabulary,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
50abe4db-0bf6-4a67-8a0b-49de684a11f5,מלחמת עולם נוראית 1358 מסתתר,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,method_alias_issue,,no,medium,
50d130f9-34e8-49b4-b4a6-41f37e5423dd,גלוי גדול למשיח יהוה,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
5168c7a4-e010-4c5b-9288-0acf7df48713,1692 המשיח מילוי,excel_import,numeric_word_construct,research_instruction,no_claimed_value,research_instruction,,no,n/a,
517d3f45-d8ba-44bc-881e-a629e8c15361,ביאתו ב781 -אטבח,excel_import,research_vocabulary,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
51997e66-6021-42c1-b991-5fd807723be9,כֹּה אָמַר יְהוָה קְדוֹשׁ יִשְׂרָאֵל וְיֹצְרוֹ הָאֹתִיּוֹת שְׁאָלוּנִי עַל בָּנַי וְעַל פֹּעַל יָדַי תְּצַוֻּנִי לי סודות הגאולה האמתית השלמה -לפני,excel_import,archival_raw,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
519db5e1-ddeb-4f2d-bab9-ca991bfd1555,ישלחני במועדו משולש,excel_import,research_vocabulary,research_instruction,no_claimed_value,research_instruction,,no,n/a,
523a577e-0b65-4dc6-a093-d88b568f8085,בית המקדש המקדש ירד ב2016 - סת,excel_import,numeric_word_construct,candidate_method,candidate_pending,"candidate_method:ס""ת (סת)",,yes,low,year_time
524e8391-c6a3-4989-bb05-8fce216a2600,בן דוד מסתתר בימינו,excel_import,research_package,research_instruction,no_claimed_value,research_instruction,,no,n/a,
5298a246-499a-46f6-804a-d0f31ffe2dbb,1335 1290 22 12 - רת -7810-גדול ומלים -1202- סת,excel_import,archival_raw,candidate_method,candidate_pending,"candidate_method:ס""ת (סת),ר""ת (רת)",,yes,low,messiah_package
52a011ae-4f4d-44a2-a8d8-3a64bd5e6711,מילוי,promoted:raw_docx_v2,research_vocabulary,method_word_as_subject,no_claimed_value,method_word_as_subject,,no,n/a,
52cb13ed-571c-4050-ac8f-de47e419a4c7,סוד יום הגאולה 176 רגיל משולש 670 - מסתתר 152,excel_import,archival_raw,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,messiah_package
52eb5c83-ae03-4cc6-b001-443a65581b70,396 שם המשיח -לפני בן איש חי -1717 מסתתר,excel_import,thematic_corpus,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,messiah_package
533a709b-ba41-4d99-a6cb-911e296cd4f2,נפשי נכספה אליך יהוה (משולש),excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
53745a16-b9f2-4f3a-8c9f-4e9bcd80ddf5,מצאתי דוד עבדי + רגיל ומלים,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
538471b3-335c-4c6c-b5cf-d67ea5dd4afe,יה 396 - אתבש,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
538a8536-61a9-4ee7-b14e-35f47be7ceba,משיח גימטריה מסתתר - מסתתר,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
53dead65-7be8-468c-8bc4-c4a924d224d7,מספר הטלפון שלי 0502169455 - אחרי גדול - פי 5 -,excel_import,research_vocabulary,research_instruction,no_claimed_value,research_instruction,,no,n/a,
53f0bb90-b536-4218-a3cc-b0fafb5d89e9,הסוף לאוכלי החינם ב = 363 רגיל !,excel_import,numeric_word_construct,method_result_claim,engine_verified,engine_verified_match,value-then-רגיל-suffix convention (control-group grammar),no,high,
5409ee4f-fd19-4b55-9f13-8bede9b94297,דוד בֶּן יִשַׁי בֵּית הַלַּחְמִי בזמן הזה - משולש מילה פי5,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
5471d1b0-b144-4601-97cb-d97015acff25,את מי בחרת למלך המשיח בזמן הזה - אחרי,excel_import,thematic_corpus,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
548c43d2-5480-4777-8079-5d57ffcf1397,יהוה ימלך לעלם ועד אתבש 1335מדבר רבה,excel_import,thematic_corpus,method_result_claim,unresolved_mismatch,insufficient_context,,no,low,messiah_package
54cff86a-7d93-49bf-bc3e-e28801fcaafc,מֹעֵד שְׁנַת הַשְּׁמִטָּה--בְּחַג הַסֻּכּוֹת. ביאתי כמשיח יהוה האחרון- לפני-4770- איק בכר,excel_import,archival_raw,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
54d22f48-ca06-4d8c-b3d5-f47dff1e3df0,אתה נבחרת למשיח בזמן הזה - אחרי =פי 5,excel_import,archival_raw,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
54e2b7dc-5064-41d7-b84a-6d5b90cdddad,ברוך אתה יהוה אלהינו מלך העולם שֶחָלַק מחכמתו ליראיו - 3732 - גדול,excel_import,thematic_corpus,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
552f9545-5e97-4908-b854-ee9055cec747,הסתר משיחו האמיתי בימינו - לפני,excel_import,thematic_corpus,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
553f7810-a315-45d7-bbae-bd58c2e95a15,1118 ביאת המשיח בעתה - מסתתר,excel_import,archival_raw,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
555ae3dc-6d06-4b17-937a-6a5ae593772c,גאולה אטבח,sod1820,public_core,research_instruction,no_claimed_value,research_instruction,,no,n/a,
5592ab25-eb26-4f1a-b867-f935c09b50b3,אור מלך המשיח מילוי ללא,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
55a13627-9968-4e3e-8cb4-613a4a2d2f70,1437 אלוהים אוהב אותך - מילוי,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
566b7ee1-5112-4188-a561-cc880b1765c4,בחרתי בך למשיחי ב2015 - מסתתר,excel_import,archival_raw,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,year_time|messiah_package
