phrase,source,researcher,verified,corpus_role,target_value,package_cluster,availability_state,confidence,reason_rule,sensitivity,notes_provenance
הוא יודע סוד המשיח האמיתי האחרון,excel_import,,False,research_vocabulary,1271,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר
הוא יודע סוד משיח יהוה האחרון,excel_import,,False,research_vocabulary,826,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר
הוא מלך המשיח ב2015 -אטבח,excel_import,,False,research_vocabulary,4340,none,deep_research,MEDIUM,unverified_with_notes,normal,הוא מלך המשיח ב2015 - אטבח
הוא מלך המשיח האמתי האחרון,excel_import,,False,research_vocabulary,1191,none,deep_research,MEDIUM,unverified_with_notes,normal,אתבש
הוא מלך משיחו לנצח,excel_import,,True,thematic_corpus,644,none,public_expanded,MEDIUM,verified_default,normal,(none)
הוא משיח יהוה,excel_import,,True,thematic_corpus,396,none,public_expanded,MEDIUM,verified_default,normal,אחרי 533 - משולש 1474
הוא משיח יהוה 533 אחרי - 1474 משולש,excel_import,,False,research_vocabulary,396,none,deep_research,LOW,unverified_bare,normal,הוא משיח יהוה 533 אחרי - 1474 משולש
הוא משיח יהוה האמיתי האחרון,excel_import,,False,research_vocabulary,1132,none,deep_research,MEDIUM,unverified_with_notes,normal,אחרי
הוא משיחי 266 - - 2330 מדבר רבה,excel_import,,False,research_vocabulary,2330,none,deep_research,MEDIUM,unverified_with_notes,normal,הוא משיחי 266 - 2330 מדבר רבה
הוא משיחכם ב776-רגיל וגם 1776 מדבר רבה - 1644 אתבש,excel_import,,False,research_vocabulary,1776,none,deep_research,MEDIUM,unverified_with_notes,normal,הוא משיחכם ב776 - רגיל וגם 1776 מדבר רבה - 1644 אתבש
הוא משיחכם באלפיים חמש עשרה - סת,excel_import,,False,research_vocabulary,386,none,deep_research,LOW,unverified_bare,normal,הוא משיחכם באלפיים חמש עשרה - סת
הוא משיחכם בעתה,excel_import,,True,thematic_corpus,907,none,public_expanded,MEDIUM,verified_default,normal,רגיל לפני אחרי
הוא נבחר למלך המשיח האחרון בזמן הזה,excel_import,,False,research_vocabulary,1141,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל ומילוי ללא
הוא צמח משיח אחרון אמתי,excel_import,,False,research_vocabulary,1224,none,deep_research,MEDIUM,unverified_with_notes,normal,מדרש רבה - 2756 - אחק בכר
הויה גואל ישראל האמיתי האחרון בעתה,excel_import,,False,research_vocabulary,1820,none,deep_research,LOW,unverified_bare,normal,(none)
הויה ישלח לקץ ימין משיחנו,excel_import,,False,research_vocabulary,1118,none,deep_research,MEDIUM,unverified_with_notes,normal,1139 - רגיל ואותיות
הויה יתן חכמה למשיח ∆,excel_import,,False,research_vocabulary,3558,none,deep_research,LOW,unverified_bare,normal,(none)
הושיע יה וה משיחו,excel_import,,True,thematic_corpus,781,none,public_expanded,MEDIUM,verified_default,normal,(none)
הזמן האחרון לביאתי כמשיחך,excel_import,,True,thematic_corpus,1223,none,public_expanded,MEDIUM,verified_default,normal,מדבר רבה - 3382 - אטבח - 358 - אות שלישית
היום בו יומלך משיח,excel_import,,True,thematic_corpus,533,none,public_expanded,MEDIUM,verified_default,normal,(none)
היום לפני הגאולה בעתה ט בטבת,excel_import,,False,research_vocabulary,1180,none,deep_research,LOW,unverified_bare,normal,היום לפני הגאולה בעתה ט בטבת
היעוד שלי מלך המשיח,excel_import,,True,thematic_corpus,888,none,public_expanded,MEDIUM,verified_default,normal,פי 5 - מסתתר - רגיל 4440
היעוד שלי מלך המשיח בזמן הזה,excel_import,,False,research_vocabulary,1004,none,deep_research,MEDIUM,unverified_with_notes,normal,פי 5 - לפני
היעוד שלי מלכות המשיח,excel_import,,True,thematic_corpus,1294,none,public_expanded,MEDIUM,verified_default,normal,פי 5 - רגיל מסתתר 7180
הכונו לביאת המשיח לפני,excel_import,,True,thematic_corpus,1063,none,public_expanded,MEDIUM,verified_default,normal,הכונו לביאת המשיח לפני
המועד האחרון לביאת משיחו,excel_import,,True,thematic_corpus,1202,none,public_expanded,MEDIUM,verified_default,normal,(none)
המיועד למלך המשיח מכי ליהוה המלוכה,excel_import,,False,research_vocabulary,850,none,deep_research,MEDIUM,unverified_with_notes,normal,משבר רבה - 13350 - =פי 5
המיועד למשיח מלוי,excel_import,,True,thematic_corpus,609,none,public_expanded,MEDIUM,verified_default,normal,(none)
המלאך מיכאל הנביא דניאל המשיח,excel_import,,False,research_vocabulary,723,none,deep_research,MEDIUM,unverified_with_notes,normal,אתבש
המלאך מיכאל ידע סודי ביאת המשיח,excel_import,,False,research_vocabulary,1137,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי ללא מילה
המלאך מיכאל רמז לדניאל בא המשיח,excel_import,,False,research_vocabulary,935,none,deep_research,MEDIUM,unverified_with_notes,normal,לפני
"המלחמה תחל השנה בסיון לפני פ""ר- לפני ב""ח 1335",excel_import,,False,research_vocabulary,775,none,deep_research,MEDIUM,unverified_with_notes,normal,"המלחמה תחל השנה בסיון לפני פ""ר - לפני ב""ח 1335"
המלך 1335 1290,excel_import,,False,research_vocabulary,95,none,deep_research,LOW,unverified_bare,normal,המלך 1335 1290
המלך 1335 1290- לפני 4340- איק בכר לפי- אחד,excel_import,,False,research_vocabulary,2212,none,deep_research,MEDIUM,unverified_with_notes,normal,המלך 1335 1290 - לפני 4340 - איק בכר לפי - אחד
המלך 1335- גדול ואותיות -לפי אחד,excel_import,,False,research_vocabulary,,none,deep_research,MEDIUM,unverified_with_notes,normal,המלך 1335 - גדול ואותיות - לפי אחד
המלכות האחרונה למשיח,excel_import,,True,thematic_corpus,1164,none,public_expanded,MEDIUM,verified_default,normal,מילוי ללא
המלכות האחרונה למשיח בן דויד בעתה,excel_import,,False,research_vocabulary,1717,none,deep_research,LOW,unverified_bare,normal,(none)
המלכת המשיח בעתה,excel_import,,True,thematic_corpus,1335,none,public_expanded,MEDIUM,verified_default,normal,(none)
המלכת המשיח האחרון בעתה,excel_import,,True,thematic_corpus,1605,none,public_expanded,MEDIUM,verified_default,normal,ריבוע
המלכת משיח בן דוד ב 2212 - משולש - רגיל 3580,excel_import,,False,research_vocabulary,13310,none,deep_research,LOW,unverified_bare,normal,המלכת משיח בן דוד ב 2212 - משולש - רגיל 3580
המלכת משיח בן דוד ב 2212 -לפני =פי 5,excel_import,,False,research_vocabulary,4770,none,deep_research,MEDIUM,unverified_with_notes,normal,המלכת משיח בן דוד ב 2212 - לפני =פי 5
המשיח 1335 1290-לפני -לפי אחת,excel_import,,False,research_vocabulary,3630,none,deep_research,MEDIUM,unverified_with_notes,normal,המשיח 1335 1290 - לפני - לפי אחת
המשיח 477- מילו - 2480 מילוי ללא - 676 אלבם,excel_import,,False,research_vocabulary,3860,none,deep_research,MEDIUM,unverified_with_notes,normal,המשיח 477 - מילו - 2480 מילוי ללא - 676 אלבם
המשיח אוהב את עם ישראל,excel_import,,False,research_vocabulary,1429,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל ומלים =פי 5
המשיח איש עסקים מארהב,excel_import,,True,thematic_corpus,1202,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח ב781 - משולש,excel_import,,False,research_vocabulary,5775,none,deep_research,LOW,unverified_bare,normal,המשיח ב781 - משולש
המשיח ב781 משולש,excel_import,,False,research_vocabulary,5775,none,deep_research,LOW,unverified_bare,normal,המשיח ב781 משולש
המשיח בא עכשיו,excel_import,,True,thematic_corpus,772,none,public_expanded,MEDIUM,verified_default,normal,מסתתר
המשיח בדרך צריך להתעורר,excel_import,,True,thematic_corpus,1820,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח בזמן הזה,excel_import,,True,thematic_corpus,479,none,public_expanded,MEDIUM,verified_default,normal,רגיל ומסתתר
המשיח בימינו,excel_import,,True,thematic_corpus,481,none,public_expanded,MEDIUM,verified_default,normal,משלוש פי 5 משולש רגיל 1820
המשיח בימינו צדיק נסתר - איק בכר,excel_import,,False,research_vocabulary,3960,none,deep_research,LOW,unverified_bare,normal,המשיח בימינו צדיק נסתר - איק בכר
המשיח בכי לה המלוכה מילוי -אטבח 1514,excel_import,,False,research_vocabulary,1820,none,deep_research,MEDIUM,unverified_with_notes,normal,המשיח בכי לה המלוכה מילוי - אטבח 1514
המשיח בכסא ממלכתו עד עולם,excel_import,,False,research_vocabulary,1202,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח במתמטיקה ישתמש,excel_import,,True,thematic_corpus,2019,none,public_expanded,MEDIUM,verified_default,normal,רגיל ומילוי
המשיח בן דויד בעתה אחישנה,excel_import,,False,research_vocabulary,1290,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח בעוד 29 יום -לפני -3630-רגיל ומסתתר -=פי 5,excel_import,,False,research_vocabulary,717,none,deep_research,MEDIUM,unverified_with_notes,normal,המשיח בעוד 29 יום - לפני - 3630 - רגיל ומסתתר - =פי 5
המשיח בעשרה בטבת שבע מאות שבעים ושש,excel_import,,False,research_vocabulary,3200,none,deep_research,MEDIUM,unverified_with_notes,normal,מיקום 2626 לפני
המשיח בעתה גאולת ישראל,excel_import,,True,thematic_corpus,1821,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח בר יהודה אפרימ במילוי 3096,excel_import,,False,research_vocabulary,3096,none,deep_research,LOW,unverified_bare,normal,המשיח בר יהודה אפרימ במילוי 3096
המשיח ברוח הקדש,excel_import,,True,thematic_corpus,988,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח ברוח הקדש בעשרה בטבת,excel_import,,False,research_vocabulary,1978,none,deep_research,MEDIUM,unverified_with_notes,normal,לפני
המשיח בשבע מאות שבעים ושש,excel_import,,False,research_vocabulary,2212,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח גר בארץ,excel_import,,True,thematic_corpus,859,none,public_expanded,MEDIUM,verified_default,normal,ריבוע רגיל
המשיח גר בארץ בזמן הזה,excel_import,,False,research_vocabulary,975,none,deep_research,MEDIUM,unverified_with_notes,normal,אחרי
המשיח גר בארץ הקדש,excel_import,,True,thematic_corpus,1268,none,public_expanded,MEDIUM,verified_default,normal,ריבוע רגיל
המשיח גר בארץ ישראל,excel_import,,True,thematic_corpus,1400,none,public_expanded,MEDIUM,verified_default,normal,541 - אות שניה
המשיח דויד בן ישי,excel_import,,True,thematic_corpus,759,none,public_expanded,MEDIUM,verified_default,normal,רגיל ומילוי - 396 - אות שניה
המשיח דויד בן ישי יבא בזמן הזה,excel_import,,False,research_vocabulary,888,none,deep_research,MEDIUM,unverified_with_notes,normal,משולש - 2212 גדול ואותיות
המשיח האחרון,excel_import,,True,thematic_corpus,633,none,public_expanded,MEDIUM,verified_default,normal,מסתתר - פי 5
המשיח האחרון אותיות ועוד רגיל,excel_import,,False,research_vocabulary,1785,none,deep_research,LOW,unverified_bare,normal,המשיח האחרון אותיות ועוד רגיל
המשיח האחרון בימינו,excel_import,,True,thematic_corpus,751,none,public_expanded,MEDIUM,verified_default,normal,מסתתר פי 5
המשיח האחרון בכי לה המלוכה,excel_import,,False,research_vocabulary,806,none,deep_research,MEDIUM,unverified_with_notes,normal,אתבש
המשיח האחרון האמיתי 396 -אטבח,excel_import,,False,research_vocabulary,7170,none,deep_research,MEDIUM,unverified_with_notes,normal,המשיח האחרון האמיתי 396 - אטבח
המשיח האחרון ידע סוד פרה אדמה תמימה,excel_import,,False,research_vocabulary,1617,none,deep_research,MEDIUM,unverified_with_notes,normal,מדבר רבה
המשיח האחרון יופיע - מסתתר,excel_import,,False,research_vocabulary,1236,none,deep_research,LOW,unverified_bare,normal,המשיח האחרון יופיע - מסתתר
המשיח האחרון ימשח בשמן טהור,excel_import,,False,research_vocabulary,1603,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח האחרון יעשה אחדות בעם ישראל,excel_import,,False,research_vocabulary,2090,none,deep_research,MEDIUM,unverified_with_notes,normal,סופי תיבות - 1437 לפני
המשיח האחרון יצמח,excel_import,,True,thematic_corpus,781,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח האחרון משרש דוד,excel_import,,True,thematic_corpus,1487,none,public_expanded,MEDIUM,verified_default,normal,ריבוע
המשיח האחרון צומח בכי ליהוה המלוכה,excel_import,,False,research_vocabulary,971,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר
המשיח האמיתי 5 יבוא מכי ליהוה המלוכה,excel_import,,False,research_vocabulary,5330,none,deep_research,MEDIUM,unverified_with_notes,normal,משולש - 3630 - מילוי
המשיח האמיתי איש עסקים מארהב,excel_import,,False,research_vocabulary,1668,none,deep_research,MEDIUM,unverified_with_notes,normal,אחרי גדול - 1692רגיל ואותיות
המשיח האמיתי בימינו ∆,excel_import,,False,research_vocabulary,3586,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח האמיתי בן דויד יבוא בימינו,excel_import,,False,research_vocabulary,1042,none,deep_research,MEDIUM,unverified_with_notes,normal,משולש 776 לפני פליאה - 1692 גדול
המשיח האמיתי האחרון יהודי,excel_import,,True,thematic_corpus,1134,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח האמיתי האחרון יתגלה בעת ההיא ∆,excel_import,,False,research_vocabulary,7760,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח האמיתי האחרון מבית הלחמי,excel_import,,False,research_vocabulary,1644,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח האמיתי האחרון מכי לה המלוכה,excel_import,,False,research_vocabulary,1310,none,deep_research,MEDIUM,unverified_with_notes,normal,0אטבח
המשיח האמיתי יבא בזמן הזה,excel_import,,False,research_vocabulary,958,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי דה מילוי - 386 - אות שלישית
המשיח האמיתי יבוא מכי ליהוה המלוכה,excel_import,,False,research_vocabulary,1080,none,deep_research,MEDIUM,unverified_with_notes,normal,לפני - 3500 אלבם - 1692 - מילוי ללא
המשיח האמיתי יהודי,excel_import,,True,thematic_corpus,864,none,public_expanded,MEDIUM,verified_default,normal,מילוי רגיל - 1202 מילוי ללא
המשיח האמיתי יהודי ודאי,excel_import,,True,thematic_corpus,885,none,public_expanded,MEDIUM,verified_default,normal,רגיל ןעוד משולש - 26 רת
המשיח האמיתי יפתיע את עם ישראל בעתה,excel_import,,False,research_vocabulary,2928,none,deep_research,MEDIUM,unverified_with_notes,normal,אחרי רגיל
המשיח האמיתי ירדף צדק,excel_import,,True,thematic_corpus,1317,none,public_expanded,MEDIUM,verified_default,normal,רגיל ועוד אותיות
המשיח האמתי כאן,excel_import,,True,thematic_corpus,890,none,public_expanded,MEDIUM,verified_default,normal,פנים מילה =פי 5
המשיח הנבחר בזמן הזה,excel_import,,True,thematic_corpus,744,none,public_expanded,MEDIUM,verified_default,normal,רגיל ועוד מילוי
המשיח ואליהו באלפים חמש עשרה -מסתתר,excel_import,,False,research_vocabulary,1644,none,deep_research,MEDIUM,unverified_with_notes,normal,המשיח ואליהו באלפים חמש עשרה - מסתתר
המשיח ואליהו בזמן הזה,excel_import,,True,thematic_corpus,537,none,public_expanded,MEDIUM,verified_default,normal,אתבש
המשיח ותחיית המתים,excel_import,,True,thematic_corpus,1692,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח חולה נפש במילוי 1978,excel_import,,False,research_vocabulary,1978,none,deep_research,LOW,unverified_bare,normal,המשיח חולה נפש במילוי 1978
"המשיח חי בימינו אתב""ש",excel_import,,False,research_vocabulary,,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח יבא 776 - מילוי - משולש 6441 - מילוי ללא 2240,excel_import,,False,research_vocabulary,3960,none,deep_research,LOW,unverified_bare,normal,המשיח יבא 776 - מילוי - משולש 6441 - מילוי ללא 2240
המשיח יבא אליהו הנביא התשבי הגלעדי,excel_import,,False,research_vocabulary,1335,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח יבא ב 776 - משולש,excel_import,,False,research_vocabulary,6444,none,deep_research,LOW,unverified_bare,normal,המשיח יבא ב 776 - משולש
המשיח יבא בדורנו,excel_import,,True,thematic_corpus,644,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח יבא בעתה אחישנה,excel_import,,True,thematic_corpus,1227,none,public_expanded,MEDIUM,verified_default,normal,מילוי ללא מילה
המשיח יבוא 776 -אתבש,excel_import,,False,research_vocabulary,1644,none,deep_research,MEDIUM,unverified_with_notes,normal,המשיח יבוא 776 - אתבש
המשיח יבוא ב 776 ומילחוי ללא,excel_import,,False,research_vocabulary,2666,none,deep_research,LOW,unverified_bare,normal,המשיח יבוא ב 776 ומילחוי ללא
המשיח יבוא באחרית הימים - אתבש - 776- לפני,excel_import,,False,research_vocabulary,2016,none,deep_research,MEDIUM,unverified_with_notes,normal,המשיח יבוא באחרית הימים - אתבש - 776 - לפני
המשיח יבוא בזמן הזה,excel_import,,True,thematic_corpus,498,none,public_expanded,MEDIUM,verified_default,normal,ריבוע - 514 - רגיל ואותיות - 358 - לפני
המשיח יבוא בשנה הזאת,excel_import,,True,thematic_corpus,1152,none,public_expanded,MEDIUM,verified_default,normal,מילוי דה מילוי
המשיח יבוא כי לה המלוכה לפני,excel_import,,False,research_vocabulary,723,none,deep_research,LOW,unverified_bare,normal,המשיח יבוא כי לה המלוכה לפני
המשיח יבוא מכי לה המלוכה,excel_import,,False,research_vocabulary,593,none,deep_research,MEDIUM,unverified_with_notes,normal,ריבוע
המשיח יבוא מכי ליהוה המלוכה,excel_import,,False,research_vocabulary,614,none,deep_research,MEDIUM,unverified_with_notes,normal,אתבש =פי 5
המשיח יהוה אלהים,excel_import,,True,thematic_corpus,475,none,public_expanded,MEDIUM,verified_default,normal,לפני
המשיח יודע את המספר סוד הויה,excel_import,,False,research_vocabulary,1335,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח יחיה בימינו,excel_import,,True,thematic_corpus,514,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח יחריב המסגדים,excel_import,,True,thematic_corpus,755,none,public_expanded,MEDIUM,verified_default,normal,רגיל ומעילוי - 1692 - אחרי 514 - לפני
המשיח יחשף בכי ליהוה המלוכה,excel_import,,False,research_vocabulary,955,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי רגיל
המשיח ילחם בבראק אובאמה הנחש בעתה ∆,excel_import,,False,research_vocabulary,6449,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח ילחם בקונספירציות,excel_import,,True,thematic_corpus,1465,none,public_expanded,MEDIUM,verified_default,normal,המשיח ילחם בקונספירציות
המשיח יליד מרוקו אחרי,excel_import,,True,thematic_corpus,988,none,public_expanded,MEDIUM,verified_default,normal,המשיח יליד מרוקו אחרי
המשיח יליד קאזה בלנקה,excel_import,,True,thematic_corpus,717,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח יליד קאזה במילוי,excel_import,,True,thematic_corpus,628,none,public_expanded,MEDIUM,verified_default,normal,המשיח יליד קאזה במילוי
המשיח ימגר את מלך מגוג,excel_import,,False,research_vocabulary,1159,none,deep_research,MEDIUM,unverified_with_notes,normal,פי 5 - לפני - לפני 5900 - איק בכר 12020
המשיח ימגר את מלך מגוג גוג אובאמה,excel_import,,False,research_vocabulary,1226,none,deep_research,MEDIUM,unverified_with_notes,normal,פי 5 - מילוי דמילוי גדול
המשיח ימחה את זכר עמלק השנה,excel_import,,False,research_vocabulary,1654,none,deep_research,MEDIUM,unverified_with_notes,normal,פי 5 משולש מילה - ריבוע
המשיח ימחה זכר עמלק הרשע,excel_import,,False,research_vocabulary,1468,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי דהמילוי
המשיח ימחה זכר עמלק הרשע בעתה,excel_import,,False,research_vocabulary,1945,none,deep_research,MEDIUM,unverified_with_notes,normal,מדבר רבה
המשיח ימלוך בימינו,excel_import,,True,thematic_corpus,587,none,public_expanded,MEDIUM,verified_default,normal,רגיל ומלים
המשיח ימלוך על כל העולם,excel_import,,False,research_vocabulary,770,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי ללא - 396 - אות שלישית
המשיח ימלך בימינו,excel_import,,True,thematic_corpus,581,none,public_expanded,MEDIUM,verified_default,normal,אתבש
המשיח יעזר במתמטיקה בגאלה האחרונה,excel_import,,False,research_vocabulary,1572,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי
המשיח יעשה אחדות בעם ישראל,excel_import,,False,research_vocabulary,1820,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח יעשה צדק,excel_import,,True,thematic_corpus,942,none,public_expanded,MEDIUM,verified_default,normal,סופי תיבות 474
המשיח יעשה צדק ∆,excel_import,,False,research_vocabulary,2936,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח יעשה צדק עולמי בעתה 6404,excel_import,,False,research_vocabulary,6404,none,deep_research,LOW,unverified_bare,normal,המשיח יעשה צדק עולמי בעתה 6404
המשיח יעשה שלום עולמי ב2016- מיקום-לפי אחד,excel_import,,False,research_vocabulary,396,none,deep_research,MEDIUM,unverified_with_notes,normal,המשיח יעשה שלום עולמי ב2016 - מיקום - לפי אחד
המשיח יפעל אטבח,excel_import,,True,thematic_corpus,573,none,public_expanded,MEDIUM,verified_default,normal,המשיח יפעל אטבח
המשיח יפתיע אותנו,excel_import,,True,thematic_corpus,1396,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח יפתיע אל כל העולם,excel_import,,False,research_vocabulary,1165,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי ללא - 1337 לפני
המשיח יצא מכי ליהוה המלוכה,excel_import,,False,research_vocabulary,696,none,deep_research,MEDIUM,unverified_with_notes,normal,פי 5
המשיח יקבל דרגת יחידה 11111 ב22 12 -לפי אחת -פי 5,excel_import,,False,research_vocabulary,51400,none,deep_research,MEDIUM,unverified_with_notes,normal,המשיח יקבל דרגת יחידה 11111 ב22 12 - לפי אחת - פי 5
המשיח יקבל חכמת המתמטיקה,excel_import,,True,thematic_corpus,1582,none,public_expanded,MEDIUM,verified_default,normal,מילוי =פי 5
המשיח יקבל נשמה,excel_import,,True,thematic_corpus,900,none,public_expanded,MEDIUM,verified_default,normal,לפני
המשיח יקבץ נדחי ישראל,excel_import,,True,thematic_corpus,1178,none,public_expanded,MEDIUM,verified_default,normal,מילוי ללא מילה
המשיח ירדף צדק,excel_import,,True,thematic_corpus,851,none,public_expanded,MEDIUM,verified_default,normal,אחרי גדול - 2662 מילוי רגיל - 244 אות שניה
המשיח ישחרר את יונתן פולארד,excel_import,,False,research_vocabulary,2319,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי רגיל
המשיח ישכן בירושלם,excel_import,,True,thematic_corpus,1331,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח ישלים את בית המקדש,excel_import,,False,research_vocabulary,2015,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח ישלים את בית המקדש השלישי,excel_import,,False,research_vocabulary,2670,none,deep_research,MEDIUM,unverified_with_notes,normal,איק בכר
המשיח ישלים המקדש,excel_import,,True,thematic_corpus,1202,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח ישתמש במתמטיקה,excel_import,,True,thematic_corpus,2019,none,public_expanded,MEDIUM,verified_default,normal,רגיל ומילוי
המשיח יתגלה במוצאי שביעת,excel_import,,True,thematic_corpus,1742,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח יתגלה בעשירי בטבת,excel_import,,True,thematic_corpus,1816,none,public_expanded,MEDIUM,verified_default,normal,רגיל ומלים
המשיח יתגלה לדור אחרון בימינו,excel_import,,False,research_vocabulary,1434,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח כאן בארהב,excel_import,,True,thematic_corpus,644,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח כאן במשרד,excel_import,,True,thematic_corpus,980,none,public_expanded,MEDIUM,verified_default,normal,אחרי
המשיח לדור האחרון = משולש גדול,excel_import,,False,research_vocabulary,6440,none,deep_research,LOW,unverified_bare,normal,המשיח לדור האחרון = משולש גדול
המשיח לדר האחרון,excel_import,,True,thematic_corpus,867,none,public_expanded,MEDIUM,verified_default,normal,רגיל ומילוי
המשיח מזרעו של בן דויד אות שלישית,excel_import,,False,research_vocabulary,2549,none,deep_research,LOW,unverified_bare,normal,(none)
המשיח מזרעו של דוד המלך,excel_import,,False,research_vocabulary,1125,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי ללא - גדול
המשיח מזרעו של דויד המלך,excel_import,,False,research_vocabulary,1135,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי ללא
המשיח מכי לה המלוכה לפני,excel_import,,False,research_vocabulary,744,none,deep_research,LOW,unverified_bare,normal,המשיח מכי לה המלוכה לפני
המשיח מסתתר בעתה -רגיל -1940 מסתתר,excel_import,,False,research_vocabulary,1940,none,deep_research,MEDIUM,unverified_with_notes,normal,המשיח מסתתר בעתה - רגיל - 1940 מסתתר
המשיח מצפן בסוף ספר דניאל אתבש,excel_import,,False,research_vocabulary,1909,none,deep_research,LOW,unverified_bare,normal,המשיח מצפן בסוף ספר דניאל אתבש
המשיח משרש לוט,excel_import,,True,thematic_corpus,1248,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח נגד ברק אובמה,excel_import,,True,thematic_corpus,776,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח נשוי לסלין הבת של רחל,excel_import,,True,thematic_corpus,1884,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח סמי הזיה 3630,excel_import,,False,research_vocabulary,123,none,deep_research,LOW,unverified_bare,normal,המשיח סמי הזיה 3630
המשיח עבד יהוה הנאמן,excel_import,,True,thematic_corpus,611,none,public_expanded,MEDIUM,verified_default,normal,(none)
המשיח עוזר יהוה בגאולה מילוי ללא,excel_import,,False,research_vocabulary,876,none,deep_research,LOW,unverified_bare,normal,המשיח עוזר יהוה בגאולה מילוי ללא
המשיח צאצא שלמה,excel_import,,True,thematic_corpus,920,none,public_expanded,MEDIUM,verified_default,normal,אתבש - 1820 - אטבח
המשיח צאצא שלמה המלך,excel_import,,True,thematic_corpus,1015,none,public_expanded,MEDIUM,verified_default,normal,לפני
המשיח צומח בזמן הזה,excel_import,,True,thematic_corpus,623,none,public_expanded,MEDIUM,verified_default,normal,אחרי =פי 5
המשיח שורש דויד בן ישי יבא בימינו,excel_import,,False,research_vocabulary,1696,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי ללא
הנבחר יהיה בחזקת משיח עד טו בניסן,excel_import,,False,research_vocabulary,1431,none,deep_research,MEDIUM,unverified_with_notes,normal,משולש
הִנֵּה יַשְׂכִּיל עַבְדִּי יָרוּם וְנִשָּׂא וְגָבַהּ מְאֹד. המשיח -מילוי דה מילוי=פי 5,excel_import,,False,research_vocabulary,61100,none,deep_research,LOW,unverified_bare,normal,(none)
הנסתרות ביאת המשיח בימינו,excel_import,,True,thematic_corpus,2015,none,public_expanded,MEDIUM,verified_default,normal,הנסתרות ביאת המשיח בימינו
הסתר אסתיר מכם דבר הגאולה,excel_import,,False,research_vocabulary,1692,none,deep_research,LOW,unverified_bare,normal,הסתר אסתיר מכם דבר הגאולה
הסתר משיחו האמיתי בימינו - לפני,excel_import,,False,research_vocabulary,1551,none,deep_research,LOW,unverified_bare,normal,הסתר משיחו האמיתי בימינו - לפני
הסתרת המשיח ב776 אחרי גדול- 2504 מדבר רבה,excel_import,,False,research_vocabulary,3630,none,deep_research,MEDIUM,unverified_with_notes,normal,הסתרת המשיח ב776 אחרי גדול - 2504 מדבר רבה
הסתרת המשיח בזמן הזה -מסתתר,excel_import,,False,research_vocabulary,1434,none,deep_research,MEDIUM,unverified_with_notes,normal,הסתרת המשיח בזמן הזה - מסתתר
הסתרת משיחי האמיתי בזמן הזה,excel_import,,False,research_vocabulary,2015,none,deep_research,LOW,unverified_bare,normal,הסתרת משיחי האמיתי בזמן הזה
