id,original_phrase,method_mention,canonical_method_id,instruction_pattern,n_methods_mentioned,multi_method_flag,confidence,engine_validation,needs_human_review,source,resolved_corpus_role,in_numword_audit,in_yeartime_audit,in_ambiguous_enrichment_62
38adf918-fbb1-45a5-ac75-023a5deeffb8,יוד ספירות - אתבש 358,אתבש,אתבש,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
38cb2fdc-6649-475e-8949-446f381ae296,יהוה ימליך אותי ב2016 -ריבוע -,ריבוע,ריבוע,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,yes,no
38f354ac-7948-4a7b-b632-b8c9c94b71b9,אנחנו בחלום כבר אלבם. 2368,אלבם,אלבם,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
39984aa0-f511-4780-b7d2-49c799907b3e,משיח בן דוד. גדול,גדול,גדול,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
39d27c2f-3147-4c77-a0dc-0432a78b2f67,רוח אלהים אותיות אחרי - 3333 מילוי דה מילוי,מילוי+אותיות_אחרי OR plain preposition (ambiguous),מילוי,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
3a599c63-051d-4031-bdd0-63e48f77222d,דרגת גואל אחרון 111110 -אתבש - 1118 - 1118 - 1958,אתבש,אתבש,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
3a931237-83b0-434c-870e-6ff0a7752e50,דירה בתחתונים ליהוה בימינו אתבש,אתבש,אתבש,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
3a957d25-875c-4886-b49d-a44ee1dc0349,הגאולה ברחמים (רגיל ו ∆ ) ריבוע 1331,רגיל|ריבוע,רגיל|ריבוע,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
3afad72f-0422-4e8e-b7f1-c81c7fd7a1fc,בשורת הגאולה לפני,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
3b6d22c7-7f1f-4f12-8dc0-8bdddf6e8af3,ריבוע 396 -10000-רגיל -פי 5 - משולש 37000,קדמי|רגיל|ריבוע,קדמי|רגיל|ריבוע,A_metadata_instruction,3,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
3b6ebafb-3f98-4f08-b45b-f3891e7f4596,עם קשה עורף אנחנו ב = 988 רגיל = עשרה בטבת,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,yes,no,no
3b986387-7e4a-4683-80f1-0fd41443a659,תרגיל למשיחי - מסתתר = עשרה בטבת,מסתתר,מסתתר,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,yes,no,no
3b9c1c44-84bc-4485-b74f-fb9f066e03aa,644 אתבש,אתבש,אתבש,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
3ba6851a-4a0a-4d74-a13a-7092448c5439,266 יהיה גואלנו בשנה הבאה - מסתתר,מסתתר,מסתתר,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
3bbbfd53-f7bb-4dbd-818b-38474bef7041,הסוף לשלטון המושחת = 1335 רגיל !!,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
3bfe0b42-4970-4d53-abd6-f7757fbfdc1e,אני משיחו האמתי רגיל ומילוי,רגיל,רגיל,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
3c3bc69d-f260-4f30-abd2-6ae3b831cf20,צמח דוד מצפה ל22 12 -4340-גדול,גדול,גדול,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
3c745b79-5f47-4c65-b5fb-a9a138d9c68d,עליית העולמות 396 אתבש,אתבש,אתבש,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
3cf9bfb2-f4e6-46d1-b720-c6e213078651,533 337 משיח - מסתתר,מסתתר,מסתתר,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
3d1788b3-c9b7-433f-ae89-cf4e71df1fe6,המשיח האחרון אותיות ועוד רגיל,רגיל,רגיל,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
3d567577-768b-4f68-a256-a5f162780f3a,מֹעֵד שְׁנַת הַשְּׁמִטָּה--בְּחַג הַסֻּכּוֹת. ביאתי כמשיח יהוה האמיתי - אלבם,אלבם,אלבם,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
3df06f4f-6401-491f-8183-3c43261ef92c,התגלות המשיח 1335 1290=רגיל ואותיות,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
3e6820b8-be35-48e5-b739-6a27d46c8462,כתר על ראש לפני,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
402a7788-9483-43ac-a120-af28b3a6f264,אחרי,אותיות_אחרי OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,promoted:raw_docx_v2,research_vocabulary,no,no,no
40627db3-97e6-45bd-815d-0d418e523aeb,קץ היהדות רגיל 620 1037,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
4088aa18-5d2c-42a5-a3f8-c168ae72d5f0,ביאת המשיח האמיתי בימינו 3960 אטבח ראשי,אטבח,אטבח,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
416cf667-a254-48eb-82e6-078dd7521e4e,מלכותו בזמן הזה ב 776 - מילוי ללא מילה -1118 אלבם,אלבם|מילוי,אלבם|מילוי,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
4197e2c1-3206-4d23-b45a-a2c271ea4ce3,תִּצְמַח הַיְשׁוּעָה לְיִשְׂרָאֵל מכי ליהוה המלוכה - לפני,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
419c6a0c-a236-4021-aa1b-a25a548c47a8,גדול בתורה,גדול,גדול,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,promoted:raw_docx_v2,research_vocabulary,no,no,no
42191a1c-f41c-4ea8-adb8-91650c4fa305,2660 3370 בזמן הזה -מסתתר- מילוי ללא 2212,מילוי|מסתתר,מילוי|מסתתר,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
42ffeb12-a067-437d-ad64-4a45a07fcf89,בראשית דוד בן ישי בית הלחמי לפני,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
43235059-8614-49cb-9add-fb673b4b002c,צמח דוד הוא האמיתי הכפלה,הכפלה,הכפלה,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
4333b4c7-5bbf-4ab5-b1f1-af5e641b1661,514 * 10 - רגיל ואתויות,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
434ad93e-0c2c-437c-913c-6d60dfbf0bc6,המלכתי ב2016 -רגיל ומלים,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,yes,no
43555693-4832-4e6d-993c-c702fae0dd8f,לי כסא דוד משולש - פי 5 - מילוי ללא 5900,מילוי|קדמי,מילוי|קדמי,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,personal_or_restricted,no,no,no
435c5f4f-373b-463c-8895-d033a1bfee80,אור 3370 פי 5 - רגיל לפני אחרי,רגיל+אותיות_לפני OR plain preposition (ambiguous)|אותיות_אחרי OR plain preposition (ambiguous),רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
438dbda7-99bf-4c01-9bb9-6c34d2d9d479,וראית את אחרי,אותיות_אחרי OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
43a3d1e3-9441-474f-a4f1-8e32f8ae1aa5,נשמתי תעלה 11111- סת - לפי אחד,"NON_CANONICAL_ס""ת (not in registry)",(non-canonical-only),A_metadata_instruction,0,non_canonical_only,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,personal_or_restricted,yes,no,yes
43bb7299-ccf8-4b34-800b-c7a1ad5d43c9,רצון יהוה את 396 - מסתתר -לפי שלוש,מסתתר,מסתתר,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,yes,no,yes
43c94189-133a-4244-a164-e7666e2cef53,מיהו 644-אתבש,אתבש,אתבש,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
44b9d74a-1d57-47aa-8ce3-f742c9193ace,מלחמת דעאש מלחמת יהוה 1289 מסתתר,מסתתר,מסתתר,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
44e15865-79a5-4960-a239-896e2a781269,ביאת המשיח בשנת אלפיים חמש עשרה - אחרי,אותיות_אחרי OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,yes,yes,no
4515e733-105a-4462-89d5-74bbd3c58c54,גדול האחים,גדול,גדול,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,promoted:raw_docx_v2,research_vocabulary,no,no,no
457ea907-3d22-4b88-a3d5-8072a5844596,בית המקדש יבנה בניסן מילוי גדול 7600,גדול|מילוי,גדול|מילוי,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
45850c22-db48-497d-ac2e-8a2f3a1133c9,פני הדור כפני הכלב בימינו = 2756 מילוי רגיל,מילוי|רגיל,מילוי|רגיל,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
45a8f5b0-c663-41a8-b6f7-893f268d820b,266 משולש,קדמי,קדמי,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
461694f9-0afa-4f2f-8662-67c0d1517a4a,הסוף להגרלות הלוטו = 2756 ריבוע גדול,גדול|ריבוע,גדול|ריבוע,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
4699e539-a8b6-4ade-97f5-a2b065fe7989,סוף פוליטיקה = 396 רגיל,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
46a02c44-95dd-49ca-9473-ae3015029db5,ביאתי כמשיח בזמן הזה לפני - פי 5 - - אתבש 7810,אתבש+אותיות_לפני OR plain preposition (ambiguous),אתבש,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
46f5fa5e-35cb-4816-9174-d2ac1344ac25,רעידת האדמה בנפל לפני,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
47046bc3-5594-428d-b885-14d1bac91172,הסוף לזנות = 644 רגיל,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
47097335-f7e0-47b1-86f9-c344e3927883,"יהוה השולט על כל העולם, מסתתר 1414",מסתתר,מסתתר,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
4734e5a2-34e9-4147-86e0-548d841eee2e,- לפני הפליאה 3960 6440 3580 2660 5140 7810 20150,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),A_metadata_instruction,0,non_canonical_only,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
47464be8-191d-4496-9a89-a5eed8a64e6f,סמוך לימות המשיח דבר גדול בא. = 1227,גדול,גדול,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
47b44e70-9e25-4614-846e-0f33a65db361,מתי משיח יופיע אחרון -לפני פליאה,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
47ddf011-a35e-4457-b6ab-c50b701916e2,כֹּה אָמַר יְהוָה קְדוֹשׁ יִשְׂרָאֵל וְיֹצְרוֹ הָאֹתִיּוֹת שְׁאָלוּנִי עַל בָּנַי וְעַל פֹּעַל יָדַי תְּצַוֻּנִי תאריך ביאת אליהו הנביא והמשיח -רת -1400-קטן,"NON_CANONICAL_ר""ת (not in registry)",(non-canonical-only),A_metadata_instruction,0,non_canonical_only,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
495a2f22-d89a-4962-aaa9-62df99d95b93,צמח דויד רת,"NON_CANONICAL_ר""ת (not in registry)",(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,sod1820,public_core,no,no,no
4a74e1bc-f5e3-492f-8624-291ab29fe579,מלכות דוד אחרי גדול,גדול+אותיות_אחרי OR plain preposition (ambiguous),גדול,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,research_vocabulary,no,no,no
4abb0de5-ef2d-4189-9438-f7e93a618c98,רוח אלהים מרחפת על פני 717- לפני -5140-סת =פי 5,"NON_CANONICAL_ס""ת (not in registry)+אותיות_לפני OR plain preposition (ambiguous)",(non-canonical-only),A_metadata_instruction,0,non_canonical_only,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
4b46a0fa-bc2a-4448-81e4-95442387996e,396 רגיל ואותיות !,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
4bf45bbc-91f3-478f-94df-d7de70faeacc,המלחמה תפרוץ בחודש הבא רת,"NON_CANONICAL_ר""ת (not in registry)",(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
4c419c17-7bed-4a16-a39f-ed6195517727,מתאוה = ריבוע רגיל -644- מילוי ללא,מילוי|רגיל|ריבוע,מילוי|רגיל|ריבוע,A_metadata_instruction,3,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
4d6068a6-8f2e-449e-a7cd-8c8920ad1fb9,2662 המשיח רגיל,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
4d681545-8cfb-4a2a-bfd8-288578114cf2,זה הקטן גדול יהיה,גדול,גדול,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,promoted:raw_docx_v2,research_vocabulary,no,no,no
4d9580dd-a756-4dd1-84fb-72daec10bfae,וַיִּזְכֹּר אֱלֹהִים אֶת בְּרִיתוֹ אֶת אַבְרָהָם אֶת יִצְחָק וְאֶת יַעֲקֹב - פי 5 מילוי דמילוי - מילוי דמילוי,מילוי,מילוי,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
4d972040-0879-4004-8b13-afeef9ca42d6,גִּילִי מְאֹד בַּת צִיּוֹן הָרִיעִי בַּת יְרוּשָׁלַ‍ִם הִנֵּה מַלְכֵּךְ אנכי - 363- מסתתר -266-ניקוד,מסתתר,מסתתר,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
4da1ccef-8ba5-45d1-98f1-f1e538569dda,מי צמח דוד ב781 -רגיל ומשולש לפי אחת,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,yes,no,yes
4e26c77c-b49d-423e-9925-98909dc2fa4c,מלכות שמים 337-אחרי גדול- 3096-גדול ואותיות,גדול+אותיות_אחרי OR plain preposition (ambiguous),גדול,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
4e4fb4f3-4ebd-462d-b6c6-e041ccdc67b0,363 396 120 781 26 שער ן מסתתר,מסתתר,מסתתר,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
4ec34b50-e250-4d80-bd04-e346acefd902,יהוה הוֹשִׁיעָה הַמֶּלֶךְ יַעֲנֵנוּ בְיוֹם קָרְאֵנוּ:-2756-מילוי 1202-לם=פני,מילוי,מילוי,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
4f71a4f8-4480-436e-9829-1ee78e160594,לי דרגת 11111 מאליהו הנביא - ריבוע,ריבוע,ריבוע,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,personal_or_restricted,no,no,no
505b8383-1122-469b-8caa-baeb6b23c8c1,לפני הפליאה,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,sod1820,public_core,no,no,no
509b1e3b-1b9d-46b9-8bc0-2796d1a90c3d,אליהו הנביא ימשח את 717- ריבוע,ריבוע,ריבוע,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
50abe4db-0bf6-4a67-8a0b-49de684a11f5,מלחמת עולם נוראית 1358 מסתתר,מסתתר,מסתתר,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
50d130f9-34e8-49b4-b4a6-41f37e5423dd,גלוי גדול למשיח יהוה,גדול,גדול,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
5168c7a4-e010-4c5b-9288-0acf7df48713,1692 המשיח מילוי,מילוי,מילוי,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
517d3f45-d8ba-44bc-881e-a629e8c15361,ביאתו ב781 -אטבח,אטבח,אטבח,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
51997e66-6021-42c1-b991-5fd807723be9,כֹּה אָמַר יְהוָה קְדוֹשׁ יִשְׂרָאֵל וְיֹצְרוֹ הָאֹתִיּוֹת שְׁאָלוּנִי עַל בָּנַי וְעַל פֹּעַל יָדַי תְּצַוֻּנִי לי סודות הגאולה האמתית השלמה -לפני,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
519db5e1-ddeb-4f2d-bab9-ca991bfd1555,ישלחני במועדו משולש,קדמי,קדמי,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,research_vocabulary,no,no,no
523a577e-0b65-4dc6-a093-d88b568f8085,בית המקדש המקדש ירד ב2016 - סת,"NON_CANONICAL_ס""ת (not in registry)",(non-canonical-only),A_metadata_instruction,0,non_canonical_only,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,yes,no
524e8391-c6a3-4989-bb05-8fce216a2600,בן דוד מסתתר בימינו,מסתתר,מסתתר,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,research_package,no,no,no
5298a246-499a-46f6-804a-d0f31ffe2dbb,1335 1290 22 12 - רת -7810-גדול ומלים -1202- סת,"גדול+NON_CANONICAL_ר""ת (not in registry)|NON_CANONICAL_ס""ת (not in registry)",גדול,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
52a011ae-4f4d-44a2-a8d8-3a64bd5e6711,מילוי,מילוי,מילוי,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,promoted:raw_docx_v2,research_vocabulary,no,no,no
52cb13ed-571c-4050-ac8f-de47e419a4c7,סוד יום הגאולה 176 רגיל משולש 670 - מסתתר 152,מסתתר|קדמי|רגיל,מסתתר|קדמי|רגיל,A_metadata_instruction,3,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
52eb5c83-ae03-4cc6-b001-443a65581b70,396 שם המשיח -לפני בן איש חי -1717 מסתתר,מסתתר+אותיות_לפני OR plain preposition (ambiguous),מסתתר,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
533a709b-ba41-4d99-a6cb-911e296cd4f2,נפשי נכספה אליך יהוה (משולש),קדמי,קדמי,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
53745a16-b9f2-4f3a-8c9f-4e9bcd80ddf5,מצאתי דוד עבדי + רגיל ומלים,רגיל,רגיל,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
538471b3-335c-4c6c-b5cf-d67ea5dd4afe,יה 396 - אתבש,אתבש,אתבש,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
538a8536-61a9-4ee7-b14e-35f47be7ceba,משיח גימטריה מסתתר - מסתתר,מסתתר,מסתתר,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
53dead65-7be8-468c-8bc4-c4a924d224d7,מספר הטלפון שלי 0502169455 - אחרי גדול - פי 5 -,גדול+אותיות_אחרי OR plain preposition (ambiguous),גדול,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
53f0bb90-b536-4218-a3cc-b0fafb5d89e9,הסוף לאוכלי החינם ב = 363 רגיל !,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
5409ee4f-fd19-4b55-9f13-8bede9b94297,דוד בֶּן יִשַׁי בֵּית הַלַּחְמִי בזמן הזה - משולש מילה פי5,קדמי,קדמי,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
5471d1b0-b144-4601-97cb-d97015acff25,את מי בחרת למלך המשיח בזמן הזה - אחרי,אותיות_אחרי OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
548c43d2-5480-4777-8079-5d57ffcf1397,יהוה ימלך לעלם ועד אתבש 1335מדבר רבה,אתבש,אתבש,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
54cff86a-7d93-49bf-bc3e-e28801fcaafc,מֹעֵד שְׁנַת הַשְּׁמִטָּה--בְּחַג הַסֻּכּוֹת. ביאתי כמשיח יהוה האחרון- לפני-4770- איק בכר,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),A_metadata_instruction,0,non_canonical_only,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
54d22f48-ca06-4d8c-b3d5-f47dff1e3df0,אתה נבחרת למשיח בזמן הזה - אחרי =פי 5,אותיות_אחרי OR plain preposition (ambiguous),(non-canonical-only),A_metadata_instruction,0,non_canonical_only,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
54e2b7dc-5064-41d7-b84a-6d5b90cdddad,ברוך אתה יהוה אלהינו מלך העולם שֶחָלַק מחכמתו ליראיו - 3732 - גדול,גדול,גדול,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
552f9545-5e97-4908-b854-ee9055cec747,הסתר משיחו האמיתי בימינו - לפני,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
553f7810-a315-45d7-bbae-bd58c2e95a15,1118 ביאת המשיח בעתה - מסתתר,מסתתר,מסתתר,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
555ae3dc-6d06-4b17-937a-6a5ae593772c,גאולה אטבח,אטבח,אטבח,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,sod1820,public_core,no,no,no
5592ab25-eb26-4f1a-b867-f935c09b50b3,אור מלך המשיח מילוי ללא,מילוי,מילוי,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
