id,phrase,source,verified,connectivity,structured_corpus_role,classification_reason
47590e3a-7ff0-44e8-83bc-43e24b63cd16,אתב,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
47c045c8-bfd6-4c59-94ac-3d64b2efb7b4,אח שימחת,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
47c88780-44db-43a7-8344-f019f5a7b6f4,סין רוסיה איראן,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
4a69d6e4-892e-42f4-a385-96832cce04b7,השורש של,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
4b7eaff9-4a01-4714-b01c-20599225858d,התשפו נלך,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
4d54a949-36ea-4ba7-9947-dc52ac4541e1,בכתיב מלא נקבל,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
4fa78d4b-f5ab-4d6d-a89b-973054570f2d,חיבור לכתר בחודש אדר,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
4fdef4ec-08d5-4ee6-9de0-a0f86317860c,שזאת שמירה חזקה מאד,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
4ffe529f-a4b9-434e-9ef4-b72ada00010d,באדרתו בגימטריא תריג,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
503a42a9-223d-4ce5-b67a-a4e9fa503701,אחרנית,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
50970d39-3fb3-4fb4-bad4-cc5003bc7be4,כף סופית קמוצה,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
51208173-a457-40d1-a980-06e81b9f68f8,כי שרית ושמו הופך מיעקב לישראל,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
55e6c3a8-e115-49fe-84be-a2e657aeebef,לשון מנח,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
5718ed3e-9cdf-4b88-9029-815847a4dcc2,גליכם ו,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
574b9465-c039-4dda-8ebf-7ef80f63bfc6,יוצר אור ובורא חושך,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
5753e07e-521f-465b-b2ab-a9633d9d61cf,זאת התורה היהלום שבבית,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
57f0632a-454d-40cd-afbf-6cb0523173f9,תהרגנה,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
5823caf6-e550-4545-b9fe-d56b6515038a,שחכבמ אותיות אחרי שחכבמ מחשב חכם,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
583d0cf7-d77e-4a47-8829-fed95356c1cd,אתמל היום מחר שלשית,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
586a172d-e67d-4db9-918e-18aa87d3b287,זרם רמז,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
594311bc-2553-4b9c-9f55-8b4eb60acff5,בגימטריא עשר פעמים,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
5be77e40-07df-4a3b-b7fc-b14f1680fb98,לגבי זה פלא גדול מאד,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
5f8f724d-f22d-4c49-b876-bd8933a2aa25,היום אם בקולו תשמעו,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
6023e4fc-1158-4f64-bc6e-3a70afbe21d7,ועשו לי מקדש ושכנתי בתוכם,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
6034e18a-6cb6-40eb-a986-38c2058ab50b,משיח בן יהודה,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
60cd63f2-ba7a-4eb1-94fe-c9bd9465c811,ישועת,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
62e28a84-34a4-4707-84ec-59a1df63000c,כפול עשרים,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
63c0556a-ee6e-4bba-b98d-6a71e330cbb5,אברהם הוא היחיד בתנ,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
64802640-f426-4150-be44-eebaa4686e01,הגימטריה האחורית של,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
6892556b-299d-430d-83d5-8a9c5f13f3ee,שתי הערות חשובות,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
68f8c147-3a52-4c42-896c-6ce992589fc4,תסגר,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
690608cb-d4d0-413f-857d-ca8b2d4d35da,מסריח,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
693b238e-6af5-4432-abce-21843a503e32,בספר יחזקאל,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
6a092848-945b-4e63-8524-1aeb6a009c24,לא הכל מופיע בסרטון על,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
6ea074a6-e4d8-4acd-aec4-b26105fd7a8a,רצח בניהו רזי,wa-vip,True,bidim,human_review,PII/violence/named-real-person marker detected in phrase text
6ec54a97-b7c2-4c58-869e-898b6626be4a,צדיקים,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
6f60bb7d-5f2d-4d5a-bbe0-6b2d48fa57fb,סימנתי ראשי תיבות,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
7390dddc-74f5-49c8-a425-40395a5b1698,פיסורה,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
73b18b12-9b1b-4f88-abe8-5e1f92cbaf81,ו שנת ביאת המשיח,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
74a79909-c77c-4059-b568-67a89efdcdb8,כלומר הכפלת כוחו של יעקב בפקטור,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
75f27422-e6a4-4c22-9f5d-d2e86f342ee4,במילים אחרות,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
76a3d3c1-7ea5-4a12-aabf-1dc9ecb33da7,הצדיק יותר לעורר את מידת הרחמים,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
76d0d815-eb3b-42de-9669-3e8d9e625d5a,מרסי,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
7738e430-fd85-405a-8e00-11e672320817,זהו פסוק משיר השירים,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
7753fb14-35c1-4945-8596-19d3089811e1,יעקוב מתחלף באלב ם ל משפחה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
78c1b2e8-01c3-47e8-bb0c-f6b411735430,שחכבמ,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
79671ddc-8a74-4907-8c7f-7c9011e892bc,מתי יבוא משיח,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
7ab926ba-b989-42a5-b2a0-55a9f29dbddb,יש אחד ביקום שיקבל מדריגה וברכה שתושיט יד לתבל כולו דרך כל הנפשות,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
7c218161-9e2b-41d3-8d02-a50a979f042a,צבי מבין צבי,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
7cb01a2f-edf3-43d9-ba5e-93d573767abf,בים,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
7d544feb-8053-4a0e-b8a7-6935edc84bfa,חכמת סופרים תסרח,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
7f9b13db-276c-483a-a3d6-ffa8e03be736,שמראה על הסתר פנים נותנת,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
802ab9cc-c181-43c2-80de-40787c0ed7ee,צבי באתב ש משה,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
82c46246-91c8-430d-9cf1-c42dba6032eb,אחריתן,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
82ef9528-0262-4e4b-8b2c-e28b7b2fd996,תפילה היא הכלי זינו של משיח,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
837200ec-7f66-4a39-88a7-6b1b88929a3d,חלום באנגלית,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
842cbe86-23ee-478d-8745-9b66dd09dd69,אמונה אמונה בגימטריא,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
848eda28-fda5-4a6e-bf6d-70682c118d5e,בגימטרית המילוי,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
84a0b1e7-48d9-47e7-ae1a-b78a512daab8,החרמתי,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
84d0d4cb-e1e9-4028-a59e-c517b5ac02ee,אני גר בבית אליעזר בחדרה,wa-vip,False,none,human_review,PII/violence/named-real-person marker detected in phrase text
851d8db9-f4a8-4a38-a36a-580d8508e22e,והחרמתי,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
8523a288-c697-41aa-964b-24294c6a44d6,נא נא,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
870f78e7-d9a9-4eef-bced-c3e20acf57f1,יזראל,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
8885b894-b9bd-4a11-acb2-38fd4cfdfe5f,חלק חידושים שמצאתי שלא נכתבו,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
89c15f00-0012-4990-acc9-31e5943e1b2a,נסחף בזרם ים בגל בגאולה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
8ad0b3d0-7263-4569-9497-08e0a18e931f,רצח הרב עמוס גואטה אלעזר אבוחצירא,wa-vip,False,none,human_review,PII/violence/named-real-person marker detected in phrase text
8cec3d86-a1d0-4621-9cec-99530189d5d4,ולשם כולם יחזרו בגאולה,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
8de1e42a-8231-43a7-8365-04d59698d0af,ך ביטוי זה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
8fb22ce6-21c7-448e-a3a4-2348c52d8ff5,רמז לעמלק לעקם,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
8fc5924b-f79f-45e2-bc23-91b254da7843,ויבקעו,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
909d5135-d630-4128-aa42-1b08dff62835,תסביר צור,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
930b2748-706a-4379-a2b6-be09e8698e98,ובנהרות,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
936e2654-8ade-4530-bc1f-e36cf4df00b2,חן וחשיבות אהובים יקרים,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
9375ae1f-89e6-4bda-9e15-337ac94a4734,טבעת של שלמה המלך,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
95aee8b7-c819-4177-ba66-bd908de25230,משיח מוצפן בתורה,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
95f173f2-b9d2-46c7-b7e7-4ac445e7ea30,ועשה חסד לאלפים לאהבי ולשמרי מצותי,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
9651ac91-bb8e-4d07-974e-7fa7dfe9f0a9,לב מלשון הובלה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
969913dc-7a95-4275-b3ff-32a7288f21fc,אותיות אחרי,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
96bca60a-7b49-4332-a78c-d1f6e5be9195,המילוי בלבד,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
975bbc91-9ef7-49c0-b5a0-57a2c7018707,פעמים טוב בגימטריא,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
988de644-6fd0-4ab0-9896-9ee54f5551c2,נפל פחד היהודים עליהם,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
98c70471-cc26-4269-9a73-aa6beb54ea3b,תשפ,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
997af486-7f0c-4140-b509-3c72ded17e53,גם השר הגדול,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
9a283d6f-ff14-471d-bf5a-39e0bedd62ee,נפש ירדו למצרים מיעקב,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
9a7cac01-ee7b-48b3-8b9f-99eebe0216f1,ותשמם,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
9c3b931b-af5c-4530-91d4-60c5591d5842,הארת פנים,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
9c68b6e6-0ac0-42f5-b22b-a637bfb9d7f3,והרבתים,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
9e61b29a-67fb-4302-9a79-a1ed05c5547e,להבין את הרמזים הבונים את השפה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
9f36bd31-1e10-4198-bc24-d87930cd53d1,יוד,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
a0a2219b-4227-45a3-b10b-4254d801ec01,מופיע פעמיים בתורה,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
a16bbd83-d699-43f9-8c5b-446876676444,סין רוסיה ואיראן,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
a2b84078-14d4-46ec-bde3-ab42b2252daa,מופיע בההפטרה הביטוי,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
a30af06b-1e58-4121-85b6-baa898975819,מלאכים וכדומה,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
a345294d-8835-4809-a64a-df8ec46eb990,שנזכה ללמוד ממך,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
a3a069a7-e31c-48bb-bfcc-b392970913be,סוד ההעלם,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
a4661dc9-4f82-490c-8cb3-6ba1dc339dbf,תסרח מלשון חיסרון וסירחון,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
a5886e6a-df83-4317-b1ae-7d8a6c33283b,באמרתך,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
a64457f1-47ae-4c6b-a01d-d0b1b1406d48,אני לדודי ודודי לי,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
a6c6b894-e24d-4eef-9fc4-920153f629ce,צבי באתב,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
a767a6e0-e96b-494d-94b2-1bb65e5f00df,ונראות,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
a8c58410-a645-4e8e-8eb3-ff5448a82aa5,הוא מכפלה של מלאך,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
a980e02c-fb5d-4e50-8022-38478090adef,איפוס השעון,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
ab13613a-979b-4c2d-b420-ce4817f2ee69,חכמה זאת היא הרמז,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
ab2936bc-5ef0-437d-aaa8-060e31466f7f,סו,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
abbe33da-0e0f-457a-9f64-a6a20cf3a471,בספר זכריה,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
adbcd334-7d55-4989-8c91-0de313623867,ריח סם,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
adc3403b-67d4-44e4-8131-f39719e690fc,הביטה ממרומים תשפכת דם הצדיקים,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
aee1dbb7-8734-4247-a90c-6ba902cd9234,לצבי יש עטרה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
af288cfd-fd1c-45d9-b1fe-58cdb4b418da,נשמה חיה,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
b02affc9-5b58-4cc3-abcb-e91f36666aba,נס פורים,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
b077c5b2-9429-4941-8865-66a43cb77a1c,וכמו שנאמר,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
b2da1ed2-f112-45bb-805b-f7b99f0440a6,בית שלישי,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
b466799b-4f1a-416a-ace4-ff1b877db43f,שבעים פנים לתורה,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
b525b94d-8568-4495-8ce6-308e58be9da1,נא מעט,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
b554eb23-982e-4fd8-8c1b-eb670850cf30,צבי בגימטריא,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
b634e1fb-4cec-4df5-b347-378e2e1883d9,מדינת,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
b79defa6-bda0-4388-a67d-2045ce31afc0,משיח בגימטריא,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
b9eda6d0-a37b-40d3-8953-98bb2ad60574,באדרתו,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
baa959b7-2213-4c1c-b93f-2b0fe1a081d1,עקומים,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
bb3c0655-3c59-4a47-9ffd-5fc7971a1827,ם ל,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
bb6ee581-7103-4bee-a003-cbe59f21bef2,משיח בחינת חטם בושם,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
bcaf9312-d2c5-49ca-91e6-16ca9477d710,כל הנפשות,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
bd634d8c-aaff-4364-93e1-6ea1722515f2,מסר חי,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
bd97b8c8-e4fc-4a9f-9ecb-4aa44076c5ce,נוראות,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
bf0c8699-fafc-4c7f-b183-9ee0dbaaab89,יוד הה ואו דלת הה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
c23d087a-05bd-48cc-83a0-d327b9079050,פרדס,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
c28b662e-baa1-40a7-b8e1-16b0790e3eb1,כח המשיח השליטה בתודעה,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
c3821f44-53c9-4379-834d-e2636ea08318,אל הים,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
c776d4c0-1a78-4379-ad50-16275b2bf982,הכלת נפשו,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
c885688c-15af-4f50-9589-21f27dfee406,מנבואת זכריה בגימטריא,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
c93b69de-bb30-4557-893e-9a8c1f7350e3,מגן יה,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
c9f964db-9a29-4274-8571-17c605f2f125,ריאלז,wa-vip,False,aliases,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
cbb50d66-f4d9-40a3-817d-e75cd75b0913,כלומר פנים לתורה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
cc8ad34f-e1b5-443e-a32a-3385b5883ff0,סטטוס על אחרית הימים,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
cc8bf0dd-738c-48c7-8a20-d60c80808d10,יפתח החומר והרחמים,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
cf64f391-202e-4487-ac2e-2a181709ea69,מם,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
