# NUMERIC CLAIM LEDGER v2 — re-adjudicated under gematria_db_first_and_enrich_law v3
# DB-first (gematria_words 12,580 anchor phrases) + full registered-method sweep + historical
# operators + system-law transforms + ktiv male/haser expansion (ktiv_male_haser_repair_law v2).
# ORTHOGRAPHIC_CANDIDATE_SPECULATIVE = a GENERATED spelling that happens to hit; per ktiv law it is
# tier-C and is NOT counted as a resolution. Only ATTESTED (corpus-backed) variants resolve.
# source	class	claimed_value	phrase	detail	anchor_note	posts
# TOTALS: ENGINE_MATCH=1579 | NOT_ENGINE_REPRODUCED=1000 | SOURCE_NATIVE_VARIANT=162 | SYSTEM_LAW_APPLICATION=74 | ORTHOGRAPHIC_CANDIDATE_SPECULATIVE=30 | ORTHOGRAPHIC_VARIANT_MATCH_ATTESTED=10 | NEAR_MISS_<=3=9
eq	SOURCE_NATIVE_VARIANT	861	תכלית	gadol+כולל; gadol+מילים; ragil+כולל; ragil+מילים		182
eq	SOURCE_NATIVE_VARIANT	861	משענת	gadol+כולל; gadol+מילים; misratar+כולל; misratar+מילים		182
eq	ENGINE_MATCH	1202	הגג של בית המקדש	gadol; ragil		182
eq	NOT_ENGINE_REPRODUCED	1202	בן גביר	ragil=267	value also held by 67 corpus anchor(s) e.g. אובמה עמלקי שונא ישראל(ragil)	182
eq	ENGINE_MATCH	1202	שעה התבודדות	gadol; ragil		182
eq	ENGINE_MATCH	345	גשבמ	gadol; ragil		182
eq	ENGINE_MATCH	345	בשגם	ragil		182
eq	ENGINE_MATCH	345	אל שדי	gadol; gadol_calc; ragil; ragil_calc		182
eq	ENGINE_MATCH	999	מלך משפט	gadol		182
eq	NOT_ENGINE_REPRODUCED	33	שזה סוד ה"גל	ragil=420	value also held by 125 corpus anchor(s) e.g. אבוקה(siduri)	8
eq	ENGINE_MATCH	404	שליטה במח	gadol; ragil		8
eq	NOT_ENGINE_REPRODUCED	1789	כדי להגיע ל"התגלות משיח	ragil=1384	value also held by 28 corpus anchor(s) e.g. אוקראינה(ribua)	8
eq	ENGINE_MATCH	404	כניסה למקלטים	ragil		8
eq	ENGINE_MATCH	1790	מלחמת גוג ומגוג התגלות משיח	gadol; ragil		8
eq	ENGINE_MATCH	520	והגדת לבנך	ragil		8
eq	NOT_ENGINE_REPRODUCED	52	המילה בן	ragil=142	value also held by 203 corpus anchor(s) e.g. אבא ואמא(ragil)	8
eq	ENGINE_MATCH	52	אבא ואמא	gadol; gadol_calc; ragil; ragil_calc		8
eq	ENGINE_MATCH	750	שבת הגדול	gadol; ragil		8
eq	ENGINE_MATCH	750	זמן הגאולה בני ישראל	ragil		8
eq	ENGINE_MATCH	1366	בכל דור ודור עומדים עלינו לכלותינו	ragil		8
eq	ENGINE_MATCH	1366	אלפיים שנות גלות	ragil; ragil_calc		8
eq	ENGINE_MATCH	1366	גאלת עולם תשפ"ו	ragil		8
eq	NOT_ENGINE_REPRODUCED	148	אז פסח	ragil=156	value also held by 126 corpus anchor(s) e.g. אל מול פני המנורה(siduri)	8
eq	ENGINE_MATCH	1120	שמחה רבה שמחה רבה	gadol; ragil		8
eq	ENGINE_MATCH	1120	ש שי שיר	gadol; ragil		8
eq	ENGINE_MATCH	1120	רוח חיים חוזרת מגן עדן	ragil		8
eq	ENGINE_MATCH	1120	הפלת השקר	gadol; ragil		8
eq	ENGINE_MATCH	1120	יום שכולו שבת	ragil		8
eq	ENGINE_MATCH	1120	בגדי תפארתך	ragil; ragil_calc		8
eq	ENGINE_MATCH	112	יהוה אלהים	ragil		8
eq	NOT_ENGINE_REPRODUCED	560	ים ויעבירם״	ragil=388	value also held by 112 corpus anchor(s) e.g. אבות העולם(ragil)	8
eq	ENGINE_MATCH	560	סיום הגלות	ragil		8
eq	NOT_ENGINE_REPRODUCED	560	אליהו הנביא ומשיח בן דוד	ragil=550	value also held by 112 corpus anchor(s) e.g. אבות העולם(ragil)	8
eq	ENGINE_MATCH	560	הפתעה	gadol; ragil		8
eq	ENGINE_MATCH	560	קץ אחרון ליהודים	ragil		8
eq	ENGINE_MATCH	560	שיר הגאולה	gadol; ragil		8
eq	ENGINE_MATCH	560	הנני שולח אליכם	ragil		8
eq	ORTHOGRAPHIC_CANDIDATE_SPECULATIVE	177	מילאו כיסי	GOVERNED_ORTHOGRAPHIC_CANDIDATE «מילאו כיס» (gadol)		8
eq	ENGINE_MATCH	67	אגוזים	ragil; ragil_calc		8
eq	ENGINE_MATCH	358	אגוז לוז עצם לחיים	ragil; ragil_calc		8
eq	ENGINE_MATCH	222	מלאו כיסי בלוז	gadol; ragil		8
eq	ENGINE_MATCH	891	התנערי קומי	gadol; ragil		8
eq	ENGINE_MATCH	891	יציאת מצרים	ragil		8
eq	ENGINE_MATCH	441	והיא שעמדה	gadol; ragil		8
eq	ENGINE_MATCH	441	צו השם	ragil		8
eq	ENGINE_MATCH	1314	פסח של גאולה התשפ"ו	gadol; ragil		8
eq	NOT_ENGINE_REPRODUCED	1314	ניסן תשפ"ו	ragil=956	value also held by 41 corpus anchor(s) e.g. אבנה מקדשך השלישי(albam)	8
eq	ENGINE_MATCH	1314	ביאת נביא אליהו תשפ"ו	gadol; ragil		8
eq	ENGINE_MATCH	1314	מפתח הגאולה נמצא אצל משיח בן דויד	ragil		8
eq	ENGINE_MATCH	1314	שמחת עולם תהיה	ragil		8
eq	ENGINE_MATCH	14	חב״ד	gadol; ragil; siduri		8
eq	ENGINE_MATCH	770	תשע	gadol; ragil		8
eq	ENGINE_MATCH	770	אז אגמור בשיר	gadol; gadol_calc; ragil; ragil_calc		8
eq	ORTHOGRAPHIC_CANDIDATE_SPECULATIVE	770	יפל מצידך אלף ורבבה מימינך	GOVERNED_ORTHOGRAPHIC_CANDIDATE «יפל מצדך אלף ורבבה מימינך» (ragil)		8
eq	NOT_ENGINE_REPRODUCED	1430	אדוננו מורנו ורבינו מלך המשיח לעולם ועד	ragil=1402	value also held by 33 corpus anchor(s) e.g. אבא דיצירה(kadmi)	8
eq	ENGINE_MATCH	1430	אני ואתה נשנה את העולם	ragil; ragil_calc		8
eq	ENGINE_MATCH	1430	גאולתך ישראל חג פסח האחרון	ragil		8
eq	NOT_ENGINE_REPRODUCED	2220	שניאורסון בן לוי יצחק יא בניסן תשפו	ragil=1958	value also held by 24 corpus anchor(s) e.g. אתרוג(ribua)	8
eq	NOT_ENGINE_REPRODUCED	2220	אשר עיני אל ההרים מאין יבא עזרי	ragil=1333	value also held by 24 corpus anchor(s) e.g. אתרוג(ribua)	8
eq	ENGINE_MATCH	1717	שבת הגדול ט בניסן תשפו	ragil		8
eq	NOT_ENGINE_REPRODUCED	1717	רבי מנחם מנדל שניאורסון	ragil=1157	value also held by 19 corpus anchor(s) e.g. אני המשיח ודאי(miluy)	8
eq	ENGINE_MATCH	1717	שיר פשוט כפול משולש	gadol; ragil		8
eq	ENGINE_MATCH	1717	גן עדן המתמזג לעולם התחתון	ragil		8
eq	ENGINE_MATCH	474	רבי מנחם מנדל	ragil		8
eq	ENGINE_MATCH	707	פני הרבי שליטא	gadol; ragil		8
eq	ENGINE_MATCH	969	פני הרבי שליטא מנחם מנדל	ragil		8
eq	ENGINE_MATCH	969	יא בניסן תשפו	ragil		8
eq	ORTHOGRAPHIC_CANDIDATE_SPECULATIVE	404	שליטה במוח"	GOVERNED_ORTHOGRAPHIC_CANDIDATE «שליטה במח"» (gadol)		8
eq	ENGINE_MATCH	404	ערפדים"	ragil		8
eq	ENGINE_MATCH	988	חברת חשמל	gadol; ragil		1345
eq	ENGINE_MATCH	776	פיגועי הדקירה	misratar		1345
eq	ENGINE_MATCH	56	לטביה	gadol; ragil		1345
eq	NOT_ENGINE_REPRODUCED	345	ק"מ מרחק מבירה נוספת	ragil=1341	value also held by 88 corpus anchor(s) e.g. אב מלאכה(kadmi)	1345
eq	ENGINE_MATCH	375	צירעה	gadol; ragil		1345
eq	ENGINE_MATCH	375	דאעש	gadol; ragil		1345
eq	ENGINE_MATCH	776	תשלום	ragil		1345
eq	ENGINE_MATCH	776	תדמור יפול	gadol; ragil		1345
eq	ENGINE_MATCH	1776	מקדשי תדמור יהרסו ביד דעאש	gadol; ragil		1345
eq	ENGINE_MATCH	2504	אירן תחריב את תל אביב בתשעה	ragil; ragil_calc		1345
eq	ENGINE_MATCH	2504	חמשת אלפים שבע מאות שבעים וחמש	ragil		1345
eq	ENGINE_MATCH	140	דקלו	gadol; ragil		1295
eq	ENGINE_MATCH	140	דוד	aiq_bekar_calc		1295
eq	NOT_ENGINE_REPRODUCED	45	רמזים ל"גאולה	ragil=372	value also held by 180 corpus anchor(s) e.g. אב ואם(misratar)	1295
eq	NOT_ENGINE_REPRODUCED	67	אתמול תאונה ב"יבנה	ragil=1008	value also held by 181 corpus anchor(s) e.g. א קצבמן(siduri)	1295
eq	NOT_ENGINE_REPRODUCED	522	משיח בן דוד	ragil=424	value also held by 72 corpus anchor(s) e.g. אב הטומאה(albam)	1295
eq	NOT_ENGINE_REPRODUCED	96	ה	ragil=5	value also held by 175 corpus anchor(s) e.g. אבות מלאכות(siduri)	1295
eq	ENGINE_MATCH	96	כט אלול	gadol; ragil		1295
eq	NOT_ENGINE_REPRODUCED	156	בדיוק כמניין יוסף	ragil=458	value also held by 113 corpus anchor(s) e.g. אַבְרָהָם הוֹלִיד אֶת יִצְחָק(siduri)	1295
eq	ENGINE_MATCH	717	ביג בן	gadol		1295
eq	NOT_ENGINE_REPRODUCED	717	בדיוק כמניין צמח דוד	ragil=454	value also held by 84 corpus anchor(s) e.g. אדום ישמעאל(misratar)	1295
eq	ENGINE_MATCH	15	ביג	gadol; misratar; ragil; siduri		1295
eq	ENGINE_MATCH	15	יה	gadol; ragil; siduri		1295
eq	ENGINE_MATCH	15	גאוה	gadol; ragil; siduri		1295
eq	ENGINE_MATCH	334	חושך	ragil		1295
eq	SOURCE_NATIVE_VARIANT	334	חשכה	gadol+כולל; gadol+מילים; ragil+כולל; ragil+מילים		1295
eq	SOURCE_NATIVE_VARIANT	67	בן דוד	ragil+כולל		1295
eq	NOT_ENGINE_REPRODUCED	427	מב"ד	ragil=46	value also held by 61 corpus anchor(s) e.g. אדמוני(kadmi)	1295
eq	SOURCE_NATIVE_VARIANT	427	שעון	ragil+כולל; ragil+מילים		1295
eq	ENGINE_MATCH	363	גריניץ	ragil		1295
eq	ENGINE_MATCH	67	אלול	gadol; gadol_calc; ragil; ragil_calc		1295
eq	ENGINE_MATCH	767	הרכבת הקלה	gadol; ragil		1295
eq	ENGINE_MATCH	622	רכבת	gadol; ragil		1295
eq	SOURCE_NATIVE_VARIANT	596	והר הבית	albam+אותיות; misratar-1		1295
eq	NOT_ENGINE_REPRODUCED	596	ירושלים ששם יבנה הבית	ragil=1720	value also held by 96 corpus anchor(s) e.g. אבישג(misratar)	1295
eq	ENGINE_MATCH	2756	גשר מעריב יפוצץ ביום שישי בשעה שש	ragil		1295
eq	SOURCE_NATIVE_VARIANT	596	המסתתר	misratar+כולל; misratar+מילים; mistater_gadol_calc+כולל; mistater_gadol_calc+מילים		1295
eq	NOT_ENGINE_REPRODUCED	596	שנבנות בכל מקום להר הבית שנבנה בירושלים	ragil=2703	value also held by 96 corpus anchor(s) e.g. אבישג(misratar)	1295
eq	NOT_ENGINE_REPRODUCED	67	ואנו כרגע נכנסים לחודש אלול	ragil=1001	value also held by 181 corpus anchor(s) e.g. א קצבמן(siduri)	1295
eq	NOT_ENGINE_REPRODUCED	588	מלחמת גוג ומגוג מתי זה יהיה אותיות	ragil=1903	value also held by 86 corpus anchor(s) e.g. אור פנימי(atbash)	1295
eq	NOT_ENGINE_REPRODUCED	776	אחרי	ragil=219	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1295
eq	NOT_ENGINE_REPRODUCED	7	יולי	ragil=56	value also held by 40 corpus anchor(s) e.g. אבד(ragil)	1295
eq	NOT_ENGINE_REPRODUCED	767	הקלה״	ragil=140	value also held by 38 corpus anchor(s) e.g. אדם המזיק(gadol)	1295
eq	ENGINE_MATCH	785	תשפ"ה	gadol; ragil		35
eq	ENGINE_MATCH	162	ויקמו	gadol; ragil		35
eq	ENGINE_MATCH	162	אקטואליה	gadol; gadol_calc; ragil; ragil_calc		35
eq	NOT_ENGINE_REPRODUCED	521	חמש שתים אחד	ragil=1111	value also held by 93 corpus anchor(s) e.g. אבות על בנים(albam)	35
eq	ENGINE_MATCH	1111	חמש שתים אחד	ragil		35
eq	NOT_ENGINE_REPRODUCED	1322	עד אשית אויביך המילוי	ragil=935	value also held by 28 corpus anchor(s) e.g. אבות מלאכות(atbash)	35
eq	NOT_ENGINE_REPRODUCED	2701	בראשית ברא אלהים את השמש ואת הארץ	ragil=2951	value also held by 18 corpus anchor(s) e.g. אלהי ישראל בימינו(kadmi)	35
eq	ENGINE_MATCH	162	ומיויצ	gadol; ragil		35
eq	ENGINE_MATCH	802	בגפו יבוא בגפו	albam; albam_calc		35
eq	NOT_ENGINE_REPRODUCED	700	ו	ragil=6	value also held by 103 corpus anchor(s) e.g. אב(atbash)	35
eq	NOT_ENGINE_REPRODUCED	48	מח הקב"ה רוצה שנפעיל את הראש ונבין	ragil=2026	value also held by 208 corpus anchor(s) e.g. אבן אחת(siduri)	133
eq	NOT_ENGINE_REPRODUCED	358	משיח' היום תאריך ה	ragil=1055	value also held by 126 corpus anchor(s) e.g. אגוז לוז עצם לחיים(ragil)	133
eq	ENGINE_MATCH	89	גוף	ragil		133
eq	ENGINE_MATCH	1237	עלות השחר	misratar		133
eq	ENGINE_MATCH	1237	מסרים של המשיח	misratar		133
eq	NOT_ENGINE_REPRODUCED	1006	רמזי ה	ragil=262	value also held by 57 corpus anchor(s) e.g. אהרן(kadmi)	133
eq	ENGINE_MATCH	44	גולה	gadol; ragil		133
eq	ENGINE_MATCH	776	נקודה אמצעית	gadol; ragil		133
eq	ENGINE_MATCH	776	שובו בנים שובבים	ragil		133
eq	NOT_ENGINE_REPRODUCED	776	עדי עד כי ביה' יהוה צור עולמים	ragil=723	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	133
eq	SYSTEM_LAW_APPLICATION	77	מזל לתוך ה	stair_triangle_calc mod100; stair_triangle_calc-1000		133
eq	NOT_ENGINE_REPRODUCED	216	וזה הכל מרמזי ה"יראה	ragil=591	value also held by 137 corpus anchor(s) e.g. אות נון(albam)	133
eq	ENGINE_MATCH	160	עץ	ragil		133
eq	NOT_ENGINE_REPRODUCED	424	משיח בן דוד הגאולה צומחת	ragil=1018	value also held by 102 corpus anchor(s) e.g. אבל אשמים(ragil)	133
eq	NOT_ENGINE_REPRODUCED	216	רמזי ה"יראה	ragil=478	value also held by 137 corpus anchor(s) e.g. אות נון(albam)	133
eq	SYSTEM_LAW_APPLICATION	5880	מלחמת גוג ומגוג	gadolx10 decimal-scaling; ragilx10 decimal-scaling		133
eq	SYSTEM_LAW_APPLICATION	36	עזר כנגדו	gadol/10 zero-drop; misratar mod100; ragil/10 zero-drop		133
eq	ENGINE_MATCH	86	דני אבדיה	gadol; ragil		133
eq	ENGINE_MATCH	70	הרמז סוד	siduri		133
eq	ENGINE_MATCH	776	גאולת פורים	ragil		133
eq	ENGINE_MATCH	68	חכם	ragil		1420
eq	ENGINE_MATCH	68	הכל אחד	gadol; ragil		1420
eq	ENGINE_MATCH	68	חיים	ragil		1420
eq	NOT_ENGINE_REPRODUCED	628	ובגימטריה גדולה חיים	ragil=401	value also held by 61 corpus anchor(s) e.g. אגד(miluy)	1420
eq	ENGINE_MATCH	91	הכולל	gadol; ragil		1420
eq	NOT_ENGINE_REPRODUCED	1000	א	ragil=1	value also held by 90 corpus anchor(s) e.g. אביגיל(atbash)	1420
eq	NOT_ENGINE_REPRODUCED	2000	ב	ragil=2	value also held by 24 corpus anchor(s) e.g. הישועה בימינו(kadmi)	1420
eq	NOT_ENGINE_REPRODUCED	3000	ג	ragil=3	value also held by 10 corpus anchor(s) e.g. ברוך מחיה המתים(kadmi)	1420
eq	NOT_ENGINE_REPRODUCED	247	סטת	ragil=469	value also held by 75 corpus anchor(s) e.g. אבן העזר(albam)	1420
eq	NOT_ENGINE_REPRODUCED	469	שיר השירים	ragil=1075	value also held by 63 corpus anchor(s) e.g. אהרן(ribua)	1420
eq	ENGINE_MATCH	858	קדש קדשים	ragil		1420
eq	NOT_ENGINE_REPRODUCED	469	פעמיים נחש	ragil=608	value also held by 63 corpus anchor(s) e.g. אהרן(ribua)	1420
eq	NOT_ENGINE_REPRODUCED	70	גימטריה" לפי מיקום האותיות	ragil=1421	value also held by 192 corpus anchor(s) e.g. אב(albam)	1420
eq	NOT_ENGINE_REPRODUCED	111	כשרואים רמז מבינים שיש כאן פלא	ragil=1768	value also held by 186 corpus anchor(s) e.g. א(miluy)	1420
eq	SOURCE_NATIVE_VARIANT	111	משיח	atbash-1		1420
eq	ENGINE_MATCH	776	היום אם בקולו תשמעו	misratar		1331
eq	ENGINE_MATCH	5776	אותיות העברית	kadmi; kadmi_calc; kadmi_gadol; kadmi_gadol_calc		1331
eq	NOT_ENGINE_REPRODUCED	2212	שש באותיות	ragil=1425	value also held by 51 corpus anchor(s) e.g. אהבתי לך נצחית(miluy)	1331
eq	NOT_ENGINE_REPRODUCED	4440	במהרה בימינו	ragil=370	value also held by 2 corpus anchor(s) e.g. הגאולה תכון בימינו(miluy_demiluy)	1331
eq	ENGINE_MATCH	1692	במהרה בימינו	miluy		1331
eq	NOT_ENGINE_REPRODUCED	1436	נוסיף את המילוי	ragil=708	value also held by 53 corpus anchor(s) e.g. אני הויה לא שיניתי(miluy)	1331
eq	NOT_ENGINE_REPRODUCED	988	בנוסף לכך אותיות אחרי	ragil=1310	value also held by 75 corpus anchor(s) e.g. אבות העולם(atbash)	1331
eq	NOT_ENGINE_REPRODUCED	7760	ריבוע גדול	ragil=331	value also held by 1 corpus anchor(s) e.g. מלחמת העולם השלישית בשנה(kadmi)	1331
eq	ENGINE_MATCH	52	ל ו י ו	gadol; ragil		1331
eq	ENGINE_MATCH	434	פ ד ש נ	gadol; ragil		1331
eq	ENGINE_MATCH	51	ל י א י	gadol; ragil		1331
eq	ENGINE_MATCH	780	פ ש ת	gadol; ragil		1331
eq	ENGINE_MATCH	2015	אורך הגלות אחד תשע ארבע שמונה	misratar; mistater_calc		1331
eq	ENGINE_MATCH	1820	המשיח אחד תשע ארבע שמונה	gadol; ragil		1331
eq	ENGINE_MATCH	1776	המשיח אחד תשע ארבע שמונה	misratar		1331
eq	NOT_ENGINE_REPRODUCED	1948	וכן יבשר	ragil=588	value also held by 20 corpus anchor(s) e.g. אחשף כמשיח(miluy)	1331
eq	ENGINE_MATCH	552	צלצולי פעמונים"	ragil		28
eq	ENGINE_MATCH	552	צלצולי פעמונים	ragil		28
eq	ENGINE_MATCH	552	משיח צדק	gadol; ragil		28
eq	ENGINE_MATCH	464	דבר אלהינו יקום	ragil		28
eq	ENGINE_MATCH	464	גואל משיח בן דוד	ragil		28
eq	ENGINE_MATCH	464	מזמור לאסף	ragil		28
eq	ENGINE_MATCH	604	תדר	gadol; ragil		28
eq	ENGINE_MATCH	64	דודי לי	gadol; ragil		28
eq	ENGINE_MATCH	849	ההתגלות	gadol; ragil		28
eq	ENGINE_MATCH	849	מלחמה באחרית הימים	ragil		28
eq	ENGINE_MATCH	396	מצב חירום	ragil		28
eq	ENGINE_MATCH	396	הזמן הולך ואוזל לחטופים	ragil		28
eq	NOT_ENGINE_REPRODUCED	396	עת קץ"	ragil=660	value also held by 138 corpus anchor(s) e.g. א אל אלי אליה אליהו(ribua)	28
eq	NOT_ENGINE_REPRODUCED	396	ו ן ב ג ו י ם	ragil=117	value also held by 138 corpus anchor(s) e.g. א אל אלי אליה אליהו(ribua)	28
eq	ENGINE_MATCH	396	דף חדש	ragil		28
eq	ENGINE_MATCH	2509	שלוש מאות תשעים ושש	ragil		28
eq	NOT_ENGINE_REPRODUCED	380	כמניין	ragil=180	value also held by 115 corpus anchor(s) e.g. אחזה רעננה(albam)	28
eq	ENGINE_MATCH	380	משיח בא יבוא	gadol; ragil		28
eq	ENGINE_MATCH	380	מספר	gadol; ragil		28
eq	ENGINE_MATCH	521	כי תצא	gadol; ragil		28
eq	ENGINE_MATCH	521	כתלעא	gadol; ragil		28
eq	ENGINE_MATCH	1	ווה	misratar		28
eq	ENGINE_MATCH	501	אשר	gadol; gadol_calc; ragil; ragil_calc		1390
eq	NOT_ENGINE_REPRODUCED	501	תק"א מלאך שפגע במצרים	ragil=1427	value also held by 82 corpus anchor(s) e.g. אבן העזר(ribua)	1390
eq	ENGINE_MATCH	501	דצך עדש באחב	ragil		1390
eq	NOT_ENGINE_REPRODUCED	266	ראובן	ragil=259	value also held by 93 corpus anchor(s) e.g. א(miluy_demiluy)	1390
eq	NOT_ENGINE_REPRODUCED	45	שם הויה במילוי	ragil=464	value also held by 180 corpus anchor(s) e.g. אב ואם(misratar)	1390
eq	ENGINE_MATCH	983	שער החמישים"	ragil		1390
eq	ENGINE_MATCH	408	חמישים"	ragil		1390
eq	ENGINE_MATCH	408	זאת	gadol; ragil		1390
eq	SOURCE_NATIVE_VARIANT	408	בן עמרם	ragil+אותיות		1390
eq	SOURCE_NATIVE_VARIANT	892	מואב מול בית פעור"	gadol-1; ragil-1		1390
eq	NOT_ENGINE_REPRODUCED	832	נקבל סה"כ	ragil=267	value also held by 57 corpus anchor(s) e.g. אבוא בניסן(gadol)	1390
eq	SOURCE_NATIVE_VARIANT	345	אל שדה"	gadol+אותיות; gadol_calc+אותיות; ragil+אותיות; ragil_calc+אותיות		1390
eq	SOURCE_NATIVE_VARIANT	750	משה בן עמרם	ragil+3כוללים; ragil+מילים		1390
eq	ENGINE_MATCH	983	אברהם יצחק יעקב משה	aiq_bekar_calc; ragil; ragil_calc		1390
eq	NOT_ENGINE_REPRODUCED	893	ספרות	ragil=746	value also held by 38 corpus anchor(s) e.g. אמחה מלכות הרשעה(atbash)	1390
eq	NOT_ENGINE_REPRODUCED	638	אברהם	ragil=248	value also held by 70 corpus anchor(s) e.g. אברהם יצחק יעקב(ragil)	1390
eq	NOT_ENGINE_REPRODUCED	120	שנותיו של משרע"ה	ragil=1717	value also held by 181 corpus anchor(s) e.g. אבני מזבח(ragil)	1390
eq	ENGINE_MATCH	345	בשגם"	ragil		1390
eq	ENGINE_MATCH	502	בשר	gadol; ragil		1390
eq	NOT_ENGINE_REPRODUCED	502	הגילאים של	ragil=429	value also held by 102 corpus anchor(s) e.g. אבדת גופו(ragil)	1390
eq	SOURCE_NATIVE_VARIANT	776	בית פעור"	gadol+אותיות+כולל; ragil+אותיות+כולל		1390
eq	NOT_ENGINE_REPRODUCED	1693	ידע איש את קברתו עד היום הזה"	ragil=1656	value also held by 25 corpus anchor(s) e.g. אתה נבחרי בזמן הזה(ribua)	1390
eq	ENGINE_MATCH	892	ישנתי אז ינוח לי"	gadol; ragil		1390
eq	NOT_ENGINE_REPRODUCED	45	גאולה" התחילו בסגירת רשות השידור עם קטיעת	ragil=3309	value also held by 180 corpus anchor(s) e.g. אב ואם(misratar)	1186
eq	NOT_ENGINE_REPRODUCED	718	כל עניין ה"חדשות	ragil=963	value also held by 82 corpus anchor(s) e.g. אדני על ימינך מחץ ביום אפו מלכים(ragil)	1186
eq	ENGINE_MATCH	277	אורי אחיאלי	gadol; gadol_calc; ragil; ragil_calc		1186
eq	NOT_ENGINE_REPRODUCED	718	משיח עני ורכוב על חמור	ragil=1076	value also held by 82 corpus anchor(s) e.g. אדני על ימינך מחץ ביום אפו מלכים(ragil)	1186
eq	NOT_ENGINE_REPRODUCED	55	האן זה כמו הן	ragil=189	value also held by 207 corpus anchor(s) e.g. אביתר(siduri)	1186
eq	ENGINE_MATCH	111	פל א	gadol; ragil		1186
eq	NOT_ENGINE_REPRODUCED	111	א ולה א לף זה אותיות פלא	ragil=1099	value also held by 186 corpus anchor(s) e.g. א(miluy)	1186
eq	NOT_ENGINE_REPRODUCED	424	טראמפ	ragil=330	value also held by 102 corpus anchor(s) e.g. אבל אשמים(ragil)	1186
eq	NOT_ENGINE_REPRODUCED	1000	סגירת רשות השידור	ragil=2104	value also held by 90 corpus anchor(s) e.g. אביגיל(atbash)	1186
eq	ENGINE_MATCH	782	התשע"ז	gadol; ragil		1186
eq	SOURCE_NATIVE_VARIANT	450	שמניע אותו מראה שהחומר הגיע לתכליתו״ ספינרים	siduri+כולל		1186
eq	NOT_ENGINE_REPRODUCED	424	כולל	ragil=86	value also held by 102 corpus anchor(s) e.g. אבל אשמים(ragil)	1185
eq	NOT_ENGINE_REPRODUCED	424	דיויד פרידמן'	ragil=418	value also held by 102 corpus anchor(s) e.g. אבל אשמים(ragil)	1185
eq	ENGINE_MATCH	424	דונלד טרמאפ	gadol; ragil		1185
eq	NOT_ENGINE_REPRODUCED	111	ראשי תיבות גימטריה	ragil=1606	value also held by 186 corpus anchor(s) e.g. א(miluy)	1185
eq	ENGINE_MATCH	5776	מלאכי חזקיה בימינו	miluy_demiluy_calc		1185
eq	ENGINE_MATCH	248	חזקיה בימינו	gadol; ragil		1185
eq	NOT_ENGINE_REPRODUCED	248	בצלם אלו	ragil=199	value also held by 70 corpus anchor(s) e.g. אברהם(ragil)	1185
eq	ENGINE_MATCH	143400	חמש מקורי	hakpala_calc		1185
eq	NOT_ENGINE_REPRODUCED	717000	חמש מקורי	ragil=704	value not held by any corpus anchor	1185
eq	ENGINE_MATCH	777	ל״ג בעומר במירון בימינו	ragil		1185
eq	ENGINE_MATCH	424	מירון בימינו	ragil		1185
eq	SOURCE_NATIVE_VARIANT	396	הילולה במירון	ragil+2כוללים; ragil+מילים		1185
eq	ENGINE_MATCH	1396	הילולה במירון בימינו	mistater_gadol_calc		1185
eq	NOT_ENGINE_REPRODUCED	2600	ההילולה במירון בימינו	ragil=517	value also held by 15 corpus anchor(s) e.g. וְאֵלֶּה תּוֹלְדֹת יִצְחָק בֶּן אַבְרָהָם(gadol)	1185
eq	SYSTEM_LAW_APPLICATION	474	בשורת משיח	kadmi/10 zero-drop; kadmi_gadol/10 zero-drop		1185
eq	NOT_ENGINE_REPRODUCED	434	משיח בן דויד ציקום האות	ragil=1092	value also held by 75 corpus anchor(s) e.g. אדם דוד שלמה(ragil)	1185
eq	NOT_ENGINE_REPRODUCED	118	רגיל	ragil=243	value also held by 148 corpus anchor(s) e.g. אורו של משיח(siduri)	1185
eq	ENGINE_MATCH	118	בימינו	gadol; ragil		1185
eq	SOURCE_NATIVE_VARIANT	782	התשע"ו	gadol+כולל; gadol+מילים; ragil+כולל; ragil+מילים		1185
eq	ENGINE_MATCH	450	גאולה	aiq_bekar_calc		1185
eq	ENGINE_MATCH	776	הישיגוה בן המצרים	ragil		1333
eq	ENGINE_MATCH	776	מנגינת אין עוד מלבדו	ragil		1333
eq	ENGINE_MATCH	411	תהו	gadol; ragil		1333
eq	ENGINE_MATCH	411	יש מאין	ragil		1333
eq	NOT_ENGINE_REPRODUCED	588	מלחמת גוג ומגוג נוסף על הבעתה	ragil=1366	value also held by 86 corpus anchor(s) e.g. אור פנימי(atbash)	1333
eq	SYSTEM_LAW_APPLICATION	73	חכמהעדכון	gadol mod100		102
eq	ENGINE_MATCH	888	הגאולה תתגלה	gadol; ragil		102
eq	NOT_ENGINE_REPRODUCED	261	וכן המילים ביד רמה	ragil=472	value also held by 64 corpus anchor(s) e.g. אדון עולם(albam)	102
eq	ENGINE_MATCH	360	צער	gadol; ragil		102
eq	NOT_ENGINE_REPRODUCED	710	נ	ragil=50	value also held by 97 corpus anchor(s) e.g. אבנים טובות(ribua)	102
eq	ENGINE_MATCH	531	נתן אל	ragil		102
eq	ENGINE_MATCH	878	רסל מילואים אדר גבריאל	ragil		102
